Login Ui Page,37,188,172,255,260,347,135,347,0.000%,.12892,0.10,0.03
Send OTP ,37,486,475,560,570,635,429,635,0.000%,.12881,0.10,0.04
OpenLogin ,37,2978,1291,9697,9803,11171,982,11171,0.000%,.12846,10.36,0.06
Product Listing Page (PLP),37,14,12,19,20,56,9,56,0.000%,.12904,0.37,0.07
Get Product List for Compare,37,187,179,247,254,284,140,284,0.000%,.12900,0.10,0.04
To Add Product To Compare,37,617,592,731,769,926,496,926,0.000%,.12883,0.10,0.05
Get Compare List after adding Product,37,634,612,824,832,960,458,960,0.000%,.12893,0.15,0.04
To Remove Product from Compare List ,37,612,601,704,711,758,500,758,0.000%,.12900,0.10,0.05
Product Description Page (PDP),37,1000,997,1118,1129,1178,826,1178,0.000%,.12882,11.51,0.04
Get Product details with seller,37,940,937,1025,1047,1205,827,1205,0.000%,.12888,1.66,0.04
Add Product to WishList,37,1163,1121,1359,1373,1630,901,1630,0.000%,.12873,0.09,0.04
Add To Cart,37,4559,3306,11266,11837,12912,1192,12912,5.405%,.12682,0.13,0.10
Buy Now ,34,4472,3172,11143,11498,12590,1284,12590,0.000%,.12055,0.13,0.07
Instabuy pop-up,33,1524,1635,1888,1922,3580,177,3580,0.000%,.12310,0.51,0.04
Exchange Pop-up,33,286,288,333,338,345,234,345,0.000%,.12382,0.44,0.03
Remove Exchange,33,203,203,232,232,240,174,240,0.000%,.12386,0.10,0.04
Deactivate Exchange,33,210,204,251,255,313,169,313,0.000%,.12385,0.10,0.04
Notify Me (if product is out of stock),33,173,171,207,208,230,138,230,0.000%,.12387,0.09,0.06
Place Order,33,4247,1948,16114,16230,18090,173,18090,0.000%,.12043,0.13,0.04
TOTAL,676,1281,582,3018,5322,11939,9,18090,0.296%,2.17520,24.22,0.84
