Login Ui Page,55,378,342,540,594,750,221,821,0.000%,.18088,0.14,0.05
Send OTP ,55,706,674,911,941,1021,481,1043,0.000%,.18068,0.13,0.06
OpenLogin ,55,6902,4837,12015,13594,16418,2436,22199,3.636%,.17232,1.10,0.08
Product Listing Page (PLP),51,14,14,18,18,19,11,23,0.000%,.17773,4.84,0.10
Get Product List for Compare,51,411,379,595,602,731,197,1210,0.000%,.17756,0.14,0.06
To Add Product To Compare,51,1388,1394,1989,2195,2534,681,2783,0.000%,.17732,0.15,0.07
Get Compare List after adding Product,51,1311,1203,1806,2105,2331,626,2803,0.000%,.17772,0.25,0.07
To Remove Product from Compare List ,51,481,403,652,1379,1456,203,1591,0.000%,.17853,0.14,0.06
Product Description Page (PDP),51,2230,2054,2921,3245,3678,1263,8165,0.000%,.17865,8.08,0.05
Get Product details with seller,51,1905,1765,2616,3028,3347,1207,3461,0.000%,.17863,1.26,0.05
Add Product to WishList,51,7761,7709,9522,9720,10471,5008,10794,0.000%,.17613,0.12,0.06
Add To Cart,49,6662,3035,13228,14343,15918,1578,15918,0.000%,.16986,0.16,0.14
Buy Now ,48,6384,3004,13758,15684,16332,1707,16332,0.000%,.17097,0.17,0.10
Instabuy pop-up,47,1429,501,2932,4622,12551,200,12551,0.000%,.17113,0.42,0.05
Exchange Pop-up,46,655,621,943,999,1622,365,1622,0.000%,.17077,0.61,0.04
Remove Exchange,45,431,381,609,671,1243,224,1243,0.000%,.17574,0.14,0.06
Deactivate Exchange,45,534,463,811,1032,1545,258,1545,0.000%,.17564,0.14,0.06
Notify Me (if product is out of stock),45,454,463,673,834,1393,195,1393,0.000%,.17587,0.13,0.08
Place Order,45,3529,1354,12107,17281,17860,429,17860,0.000%,.17553,15.73,0.06
TOTAL,943,2315,895,7577,10773,15684,11,22199,0.212%,2.92776,28.65,1.15
