Login Ui Page,139,1391,1437,1690,1860,2489,442,2537,0.000%,.22736,0.18,0.06
Send OTP ,137,1779,1825,2149,2225,2875,690,2878,0.000%,.22422,0.17,0.08
OpenLogin ,134,15987,11210,28744,29709,37429,3680,40815,0.000%,.21789,1.43,0.10
Product Listing Page (PLP),129,13,13,17,18,22,10,26,0.000%,.21552,5.88,0.12
Get Product List for Compare,129,1702,1713,1958,2059,2151,1207,2164,0.000%,.21482,0.17,0.08
To Add Product To Compare,129,5768,5862,6608,6802,7277,3330,7354,0.000%,.21393,0.17,0.09
Get Compare List after adding Product,124,5922,5899,7462,7790,8209,1701,8373,0.000%,.20893,0.29,0.08
To Remove Product from Compare List ,122,3452,1926,6257,6447,6769,1342,7100,0.000%,.20750,0.17,0.07
Product Description Page (PDP),119,8878,8850,9946,10282,10448,6403,10468,0.000%,.20409,9.08,0.06
Get Product details with seller,118,8499,8520,9521,9703,10080,6128,10570,0.000%,.22429,1.57,0.06
Add Product to WishList,118,21931,21639,25678,26553,28523,15906,28584,0.000%,.22049,0.15,0.07
Add To Cart,118,18989,10020,40357,41864,43886,6256,46133,0.000%,.21678,0.21,0.18
Buy Now ,114,17571,9702,38628,39457,41841,6386,42787,0.877%,.21218,0.20,0.12
Instabuy pop-up,110,3517,1691,8392,8992,12029,1007,17144,0.000%,.22237,0.43,0.07
Exchange Pop-up,110,2581,2568,2979,3145,4086,1777,4277,0.000%,.22220,0.79,0.05
Remove Exchange,110,1798,1755,2047,2285,2947,1089,2957,0.000%,.22279,0.17,0.08
Deactivate Exchange,110,1750,1732,1970,1998,2873,1145,2896,0.000%,.22276,0.17,0.08
Notify Me (if product is out of stock),110,1615,1639,1822,1852,1935,996,1954,0.000%,.22277,0.17,0.10
Place Order,110,11201,5453,40513,42862,43430,1337,44013,0.909%,.22063,0.20,0.08
TOTAL,2290,7014,4219,19735,27994,40815,10,46133,0.087%,3.67074,19.99,1.44
