Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,46,158,148,183,265,279,124,279,0.000%,.15170,0.12,0.04
TriggerOTP ,46,468,460,506,525,570,415,570,0.000%,.15159,0.11,0.05
OpenLogin ,45,1696,1596,1992,2931,3885,1224,3885,0.000%,.15589,0.84,0.07
Product Listing Page (PLP),45,12,12,14,15,21,10,21,0.000%,.15692,4.58,0.09
Get Product List for Compare,45,160,160,188,193,207,136,207,0.000%,.15684,0.13,0.05
To Add Product To Compare,45,541,516,654,726,735,456,735,0.000%,.15662,0.13,0.06
Get Compare List after adding Product,45,546,523,734,779,840,143,840,0.000%,.15673,0.20,0.05
To Remove Product from Compare List ,45,554,550,640,648,685,447,685,0.000%,.15685,0.13,0.06
Product Description Page (PDP),45,860,836,966,1089,1127,687,1127,0.000%,.15670,3.77,0.04
Get Product details with seller,45,866,831,1021,1080,1230,732,1230,0.000%,.15681,0.77,0.04
Add Product to WishList,45,1062,1054,1238,1339,1382,845,1382,0.000%,.15684,0.11,0.05
Add To Cart,45,2899,3029,3446,3662,8739,1456,8739,0.000%,.15589,0.16,0.13
Buy Now ,43,2809,2951,3392,4937,5755,1449,5755,0.000%,.15193,0.16,0.09
Instabuy pop-up,42,1285,1478,1826,1869,4337,145,4337,0.000%,.15017,0.49,0.05
Exchange Pop-up,41,259,253,306,310,328,221,328,0.000%,.15240,0.55,0.04
Remove Exchange,41,179,172,203,217,265,154,265,0.000%,.15244,0.12,0.05
Deactivate Exchange,41,185,179,212,218,281,161,281,0.000%,.15242,0.12,0.05
Notify Me (if product is out of stock),41,147,142,172,175,204,124,204,0.000%,.15245,0.12,0.07
Place Order,41,1259,643,2470,2552,3351,144,3351,0.000%,.15109,0.15,0.06
TOTAL,832,842,501,2066,3004,3645,10,8739,0.000%,2.70234,11.82,1.04
