Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,84,183,167,260,289,332,125,344,0.000%,.27263,0.21,0.07
TriggerOTP ,84,502,481,577,651,733,417,824,0.000%,.27240,0.20,0.09
OpenLogin ,83,1884,1848,2351,2667,2935,1282,3145,0.000%,.26987,1.42,0.12
Product Listing Page (PLP),82,13,12,17,23,28,10,31,0.000%,.27252,7.96,0.15
Get Product List for Compare,82,211,190,313,343,394,137,485,0.000%,.27237,0.22,0.08
To Add Product To Compare,82,765,689,1050,1164,1196,479,1219,0.000%,.27198,0.23,0.10
Get Compare List after adding Product,82,701,643,1045,1173,1377,145,1488,0.000%,.27235,0.34,0.08
To Remove Product from Compare List ,81,745,679,1044,1169,1217,466,1385,0.000%,.27932,0.23,0.10
Product Description Page (PDP),81,1231,1208,1601,1710,1762,798,1794,0.000%,.27906,6.75,0.08
Get Product details with seller,81,1255,1284,1583,1619,1863,781,1931,0.000%,.27908,1.37,0.08
Add Product to WishList,81,1516,1506,1901,2028,2140,967,2302,0.000%,.27940,0.20,0.09
Add To Cart,81,3606,3735,4739,5271,5762,1605,6569,0.000%,.27832,0.29,0.23
Buy Now ,80,3261,3443,4122,4294,5587,1660,6078,0.000%,.28023,0.29,0.16
Instabuy pop-up,79,1440,1678,2191,2335,2559,147,3102,1.266%,.27960,0.91,0.09
Exchange Pop-up,77,346,318,477,519,605,231,657,0.000%,.27602,0.99,0.07
Remove Exchange,77,233,214,339,366,400,158,408,0.000%,.27631,0.21,0.10
Deactivate Exchange,76,237,214,319,372,447,156,547,0.000%,.27382,0.21,0.10
Notify Me (if product is out of stock),74,174,164,213,257,320,127,375,0.000%,.27258,0.21,0.13
Place Order,74,1024,641,2624,2763,3378,161,3934,0.000%,.27206,0.25,0.10
TOTAL,1521,1022,619,2368,3621,4447,10,6569,0.066%,4.88708,21.27,1.88
