Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,199,756,796,940,1007,1122,184,1196,0.000%,.32584,0.25,0.08
TriggerOTP ,197,1256,1306,1478,1526,1925,496,1998,0.000%,.32339,0.24,0.11
OpenLogin ,196,6445,6816,8566,8723,9497,2210,9723,0.000%,.32128,1.69,0.15
Product Listing Page (PLP),192,12,12,15,17,29,9,59,0.000%,.32070,9.36,0.18
Get Product List for Compare,192,998,1016,1147,1193,1585,397,1794,0.000%,.32015,0.26,0.10
To Add Product To Compare,192,3836,3887,4261,4362,5504,1915,6586,0.000%,.31890,0.27,0.12
Get Compare List after adding Product,191,3890,3917,4627,4713,4857,812,5734,0.000%,.31912,0.43,0.10
To Remove Product from Compare List ,189,3824,3863,4253,4326,4483,1860,5749,0.000%,.31841,0.26,0.11
Product Description Page (PDP),188,5923,5988,6439,6576,6820,2574,8393,0.000%,.31886,7.71,0.09
Get Product details with seller,187,5916,6047,6413,6508,6744,2655,6831,0.000%,.32109,1.58,0.09
Add Product to WishList,185,7389,7303,8357,8636,8973,3718,9208,0.000%,.32421,0.23,0.10
Add To Cart,185,11117,11974,14971,15601,16213,5685,16552,0.000%,.32458,0.34,0.27
Buy Now ,183,10473,11693,13533,13845,15278,5116,15504,0.000%,.32875,0.34,0.19
Instabuy pop-up,178,5089,5958,8097,8752,9738,821,10473,1.685%,.32507,1.01,0.10
Exchange Pop-up,177,1789,1768,2079,2238,2633,1074,3191,0.000%,.32570,1.17,0.08
Remove Exchange,175,1194,1196,1377,1485,1851,695,2621,0.000%,.32405,0.25,0.12
Deactivate Exchange,174,1177,1187,1333,1384,1722,468,1964,0.000%,.32386,0.25,0.12
Notify Me (if product is out of stock),171,938,926,1097,1182,1522,564,2009,0.000%,.31961,0.25,0.15
Place Order,169,7748,4141,19150,19850,20200,799,20221,0.000%,.31834,57.67,0.11
TOTAL,3520,4183,3640,8514,12495,17992,9,20221,0.085%,5.72933,74.62,2.19
