Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,337,10051,11137,14838,15431,16556,808,19201,0.000%,.36939,0.29,0.09
TriggerOTP,325,9171,9977,13979,14894,15587,860,17667,25.231%,.36393,0.28,0.12
OpenLogin ,325,25812,28034,34244,35261,37846,2134,39223,0.308%,.35654,2.43,0.16
Product Listing Page (PLP),312,20,16,31,36,98,9,196,0.000%,.35551,10.38,0.20
Get Product List for Compare,312,9946,10760,14596,15589,16450,280,16956,0.000%,.35022,0.28,0.10
To Add Product To Compare,310,13083,13745,17301,18267,19217,451,20025,0.000%,.34322,0.29,0.13
Get Compare List after adding Product,303,13264,13789,17436,18974,19609,3153,19712,0.000%,.33861,0.37,0.10
To Remove Product from Compare List ,302,14152,14801,17777,18751,21667,3178,22547,0.000%,.34172,0.28,0.12
Product Description Page (PDP),301,16370,16568,20222,20941,22100,7245,22815,0.000%,.33731,8.13,0.09
Get Product details with seller,299,17009,16963,19851,20958,22335,8677,22873,0.000%,.33951,1.67,0.10
Add Product to WishList,294,19532,19599,22966,23642,26598,12072,27089,0.340%,.34673,0.24,0.11
Add To Cart,294,24305,18775,37966,39560,41547,10619,42416,0.340%,.34343,0.34,0.28
Buy Now ,278,25848,21725,37547,38547,41196,9733,42948,0.360%,.33051,0.34,0.19
Instabuy pop-up,268,15691,14198,23972,26711,29695,7692,31769,5.224%,.32589,0.75,0.10
Exchange Pop-up,266,13159,12607,16650,17471,19492,8042,19732,0.000%,.33202,1.19,0.08
Remove Exchange,259,12938,13062,15912,16644,17725,6770,19127,0.000%,.32763,0.25,0.12
Deactivate Exchange,248,11827,12284,15316,15999,16760,5298,17309,0.000%,.32572,0.25,0.12
Notify Me (if product is out of stock),247,11643,11504,14846,15441,19107,5017,19523,0.000%,.32770,0.25,0.15
Place Order,244,24043,15581,51053,55216,57666,7943,57979,0.410%,.32716,61.08,0.11
TOTAL,5524,15031,14206,24780,33813,46098,9,57979,1.828%,6.02074,76.46,2.31
