Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,422,3349,3419,4778,5129,5645,265,6034,0.000%,.32622,0.25,0.08
TriggerOTP ,420,3958,4052,5268,5638,6309,594,7005,0.000%,.32522,0.24,0.11
OpenLogin ,419,12757,13257,16079,16715,17820,2053,18310,0.000%,.32410,1.70,0.15
Product Listing Page (PLP),414,12,11,15,16,19,9,72,0.000%,.32326,9.44,0.18
Get Product List for Compare,414,3578,3643,5050,5374,6293,136,6907,0.000%,.32226,0.26,0.10
To Add Product To Compare,412,6599,6782,7996,8381,9458,663,10168,0.000%,.32019,0.26,0.12
Get Compare List after adding Product,410,6116,6433,7832,8131,8772,599,9951,0.000%,.31892,0.37,0.10
To Remove Product from Compare List ,407,6700,6883,8116,8396,8722,510,9592,0.000%,.31719,0.26,0.11
Product Description Page (PDP),404,8882,9153,10288,10618,11197,941,11724,0.248%,.31536,7.57,0.09
Get Product details with seller,401,9016,9266,10433,10997,11327,1378,12263,0.000%,.31436,1.57,0.09
Add Product to WishList,399,10544,10765,12235,12608,13117,2482,13692,0.251%,.31228,0.22,0.10
Add To Cart,397,15958,17460,21817,22643,23999,3415,25119,0.252%,.31149,0.32,0.26
Buy Now ,391,15501,17529,20419,20919,21942,4163,22553,0.256%,.30841,0.32,0.18
Instabuy pop-up,388,8269,9129,11935,12945,14368,5,15733,3.608%,.30896,0.95,0.09
Exchange Pop-up,387,4737,4747,5993,6279,6877,1046,8000,0.000%,.30873,1.11,0.08
Remove Exchange,386,4111,4158,5243,5505,6226,588,6703,0.000%,.30866,0.24,0.11
Deactivate Exchange,386,4090,4102,5248,5608,6256,838,7120,0.000%,.30805,0.24,0.11
Notify Me (if product is out of stock),380,3740,3743,4897,5254,5742,686,6152,0.000%,.30401,0.23,0.14
Place Order,379,10469,6924,28155,29884,31050,1831,33246,0.000%,.30282,37.64,0.11
TOTAL,7616,7256,6034,13475,18511,23076,5,33246,0.236%,5.87339,61.54,2.25
