Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,189,57,52,71,89,127,36,379,0.00%,0.60997,0.6,0.16
OpenLogin ,189,1831,1537,2006,5008,5682,1195,6238,0.00%,0.60753,1.01,0.32
TriggerOTP,188,1031,997,1276,1345,1640,513,3121,0.00%,0.60996,2.19,0.43
Product Listing Page (PLP),188,20,18,22,24,56,14,243,0.00%,0.61095,19.6,0.31
Get Product List for Compare,10,269,215,398,398,401,155,401,0.00%,1.21286,0.99,0.37
To Remove Product from Compare List ,10,864,763,1269,1269,1310,441,1310,0.00%,1.07204,0.9,0.39
Get Compare List after adding/removing Product,10,372,371,500,500,753,167,753,0.00%,1.07677,0.88,0.34
Product Description Page (PDP),188,505,500,621,688,749,250,815,0.00%,0.61174,5.38,0.17
Get Product details with seller,188,503,504,614,653,752,249,810,0.00%,0.61135,3.07,0.18
Add Product to WishList,187,1906,1759,2870,3144,3568,916,3661,0.00%,0.60615,0.43,0.18
Notify Me (if product is out of stock),186,328,321,426,446,497,157,749,0.00%,0.6093,0.48,0.28
Add To Cart,186,1843,2076,2668,2812,3221,337,3271,0.00%,0.6051,0.55,0.35
Buy Now ,183,1839,2067,2766,2921,3089,331,3421,0.00%,0.60651,0.56,0.35
Instabuy pop-up,183,1626,2012,2361,2484,2713,229,2738,0.00%,0.60586,1.43,0.19
Exchange Pop-up,183,642,647,778,828,869,380,923,0.00%,0.60876,2.21,0.15
Remove Exchange,181,409,404,509,549,632,216,870,0.00%,0.60593,0.48,0.22
Deactivate Exchange,181,419,419,523,556,578,248,602,0.00%,0.6064,0.48,0.23
Place Order,181,2823,3022,3834,6711,7438,372,8073,0.00%,0.60228,0.53,0.23
TOTAL,2811,1043,592,2391,2977,4306,14,8073,0.00%,8.9948,38.36,3.69
