Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,389,61,51,80,95,211,37,793,0.00%,0.64147,0.63,0.17
OpenLogin ,389,4101,3491,3940,11842,12404,1094,12799,0.00%,0.63803,1.06,0.33
TriggerOTP,389,3042,3017,3426,3659,4295,630,5864,0.77%,0.6371,2.28,0.45
Product Listing Page (PLP),385,20,18,23,26,52,14,283,0.00%,0.63506,20.38,0.32
Get Product List for Compare,30,1107,1289,1371,1390,2610,158,2610,0.00%,1.42194,1.16,0.43
To Remove Product from Compare List ,30,3703,4133,4367,4500,4959,639,4959,0.00%,1.20082,1.01,0.44
Get Compare List after adding/removing Product,30,1291,1345,1538,1542,1877,339,1877,0.00%,1.15987,0.95,0.36
Product Description Page (PDP),385,1733,1706,1928,2006,2222,717,2372,0.00%,0.63481,5.46,0.18
Get Product details with seller,385,1720,1709,1859,1942,2134,747,2467,0.00%,0.63438,3.21,0.18
Add Product to WishList,384,7034,6924,7698,8861,9839,936,10478,0.78%,0.6314,0.45,0.18
Notify Me (if product is out of stock),380,1218,1204,1359,1434,1613,998,1824,0.00%,0.63479,0.5,0.3
Add To Cart,379,6039,6873,9188,9908,10229,1231,12146,0.00%,0.63158,0.58,0.37
Buy Now ,372,5936,6613,9098,9245,9583,1312,11135,0.00%,0.62915,0.58,0.36
Instabuy pop-up,368,5069,6088,6754,6864,7775,981,10339,4.62%,0.62963,1.54,0.2
Exchange Pop-up,365,2334,2326,2490,2549,2723,1970,3020,0.00%,0.62749,2.28,0.16
Remove Exchange,364,1493,1480,1623,1692,1873,1157,2243,0.00%,0.62778,0.5,0.23
Deactivate Exchange,362,1499,1482,1632,1719,1848,1195,2226,0.00%,0.62639,0.5,0.23
Place Order,361,5977,4513,9189,16579,17560,1138,17983,0.00%,0.62119,15.42,0.23
TOTAL,5747,3122,1913,7125,8200,11667,14,17983,0.40%,9.33074,53.79,3.83
