Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,1,57,57,57,57,57,57,57,0.00%,17.54386,17.24,4.54
OpenLogin ,1,1229,1229,1229,1229,1229,1229,1229,0.00%,0.81367,1.35,0.43
TriggerOTP,1,414,414,414,414,414,414,414,0.00%,2.41546,8.75,1.71
Product Listing Page (PLP),1,22,22,22,22,22,22,22,0.00%,45.45455,1458.58,23.04
Get Product List for Compare,1,182,182,182,182,182,182,182,0.00%,5.49451,4.5,1.67
To Add Product To Compare ,3,400,401,404,404,404,395,404,0.00%,2.46711,2.34,0.94
Get Compare List after adding Product,1,448,448,448,448,448,448,448,0.00%,2.23214,4.39,0.7
To Remove Product from Compare List,3,407,405,417,417,417,399,417,0.00%,2.41741,2.1,0.88
Product Description Page (PDP),1,459,459,459,459,459,459,459,0.00%,2.17865,12.77,0.59
Get Product details with seller,1,247,247,247,247,247,247,247,0.00%,4.04858,19.95,1.15
Add Product to WishList,1,666,666,666,666,666,666,666,0.00%,1.5015,1.07,0.44
Add To Cart,1,1682,1682,1682,1682,1682,1682,1682,0.00%,0.59453,0.55,0.34
Buy Now ,1,1183,1183,1183,1183,1183,1183,1183,0.00%,0.84531,0.78,0.48
Instabuy pop-up,1,1207,1207,1207,1207,1207,1207,1207,0.00%,0.8285,2.36,0.26
Exchange Pop-up,1,262,262,262,262,262,262,262,0.00%,3.81679,13.83,0.96
Remove Exchange,1,152,152,152,152,152,152,152,0.00%,6.57895,5.19,2.43
Deactivate Exchange,1,175,175,175,175,175,175,175,0.00%,5.71429,4.53,2.12
Notify Me (if product is out of stock),1,125,125,125,125,125,125,125,0.00%,8,6.27,3.67
Place Order,1,2585,2585,2585,2585,2585,2585,2585,0.00%,0.38685,0.35,0.15
TOTAL,23,587,404,1229,1682,2585,22,2585,0.00%,1.69517,5.14,0.66
