Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,136,56,52,70,85,116,40,145,0.00%,0.45356,0.45,0.12
OpenLogin ,136,1399,1143,1640,3555,4252,937,4495,0.00%,0.45195,0.75,0.24
TriggerOTP,136,753,615,865,1237,3258,464,3277,0.00%,0.45258,1.63,0.32
Product Listing Page (PLP),136,20,18,23,27,66,15,115,0.00%,0.4536,14.56,0.23
Get Product List for Compare,5,221,210,245,252,252,190,252,0.00%,1.1798,0.96,0.36
To Remove Product from Compare List ,5,709,694,771,881,881,551,881,0.00%,1.09146,0.92,0.4
Get Compare List after adding/removing Product,5,252,223,301,313,313,210,313,0.00%,1.2207,0.99,0.38
Product Description Page (PDP),136,305,286,361,404,717,220,818,0.00%,0.4552,4.16,0.13
Get Product details with seller,136,302,294,352,373,440,226,627,0.00%,0.45512,2.32,0.13
Add Product to WishList,136,1236,1000,2070,2416,2819,698,3288,0.00%,0.45315,0.32,0.13
Notify Me (if product is out of stock),136,178,172,214,229,369,131,412,0.00%,0.45481,0.36,0.21
Add To Cart,136,1215,1348,1824,1965,2252,228,2500,0.00%,0.45327,0.41,0.26
Buy Now ,134,1238,1406,1867,1982,2443,243,2708,0.00%,0.45215,0.41,0.26
Instabuy pop-up,134,1120,1327,1626,1739,3418,147,3583,0.00%,0.45195,1.07,0.14
Exchange Pop-up,133,323,316,380,402,500,242,556,0.00%,0.4565,1.66,0.12
Remove Exchange,133,214,212,247,264,308,161,342,0.00%,0.4569,0.36,0.17
Deactivate Exchange,133,230,222,267,279,389,172,597,0.00%,0.45684,0.36,0.17
Place Order,133,1953,2213,2847,4386,4936,429,5317,0.00%,0.45345,0.4,0.17
TOTAL,2039,700,315,1722,2239,3483,15,5317,0.00%,6.63912,28.45,2.73
