Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,81,4296,1359,15220,15715,18180,344,18667,0.000%,.12907,0.10,0.03
TriggerOTP,77,4696,2373,14567,16561,19032,652,21688,0.000%,.12502,0.09,0.04
OpenLogin ,76,20560,17123,37585,42555,59870,2745,66458,0.000%,.12136,11.42,0.05
Product Listing Page (PLP),73,14,12,23,27,34,10,35,0.000%,.12868,3.76,0.07
Get Product List for Compare,73,5395,2084,14844,22076,23428,857,24106,0.000%,.12567,0.10,0.04
To Add Product To Compare,73,9528,6818,22584,25322,27025,3293,30391,0.000%,.12114,0.10,0.05
Get Compare List after adding Product,72,9075,6628,20836,21872,23942,2211,25255,0.000%,.12765,0.15,0.04
To Remove Product from Compare List ,72,9801,6843,19792,20609,25914,3489,26695,0.000%,.12476,0.10,0.05
Product Description Page (PDP),72,12966,10246,23803,24689,27569,5082,30189,0.000%,.12098,2.61,0.03
Get Product details with seller,71,13239,10392,21995,24224,30009,4985,32586,0.000%,.12341,0.60,0.04
Add Product to WishList,70,15931,13941,26147,28285,31439,6752,33778,0.000%,.12233,0.09,0.04
Add To Cart,67,34979,29353,56835,72104,74383,7832,75694,0.000%,.11714,0.13,0.10
Buy Now ,64,33095,26492,58182,67044,71528,7469,72411,0.000%,.11611,0.12,0.07
Instabuy pop-up,61,14399,12876,24544,28020,28956,4833,30589,1.639%,.11794,0.49,0.04
Exchange Pop-up,59,8074,4048,19499,23319,24538,1683,27068,0.000%,.11844,0.42,0.03
Remove Exchange,56,6378,2553,15809,18871,23191,920,23615,0.000%,.11748,0.09,0.04
Deactivate Exchange,56,6534,2367,15989,17981,22432,1032,23634,0.000%,.11482,0.09,0.04
Notify Me (if product is out of stock),53,5483,1836,15290,16049,18360,786,22398,0.000%,.11210,0.09,0.05
Place Order,52,53474,26549,126646,126806,127161,1159,127208,32.692%,.10439,0.09,0.03
TOTAL,1278,13553,7945,28116,41786,124675,10,127208,1.408%,1.98541,19.25,0.76
