Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,1,170,170,170,170,170,170,170,0.000%,5.88235,4.54,1.51
TriggerOTP ,1,390,390,390,390,390,390,390,0.000%,2.56410,1.90,0.86
OpenLogin 7506871557,1,2855,2855,2855,2855,2855,2855,2855,0.000%,.35026,5.02,0.16
Product Listing Page (PLP),1,17,17,17,17,17,17,17,0.000%,58.82353,1716.51,32.46
Get Product List for Compare,1,114,114,114,114,114,114,114,0.000%,8.77193,7.00,2.62
To Add Product To Compare,1,322,322,322,322,322,322,322,0.000%,3.10559,2.44,1.18
Get Compare List after adding Product,1,296,296,296,296,296,296,296,0.000%,3.37838,3.71,1.04
To Remove Product from Compare List ,1,317,317,317,317,317,317,317,0.000%,3.15457,2.49,1.14
Product Description Page (PDP),1,552,552,552,552,552,552,552,0.000%,1.81159,64.48,0.50
Get Product details with seller,1,557,557,557,557,557,557,557,0.000%,1.79533,10.92,0.52
Add Product to WishList,1,664,664,664,664,664,664,664,0.000%,1.50602,1.05,0.48
Add To Cart,1,4442,4442,4442,4442,4442,4442,4442,0.000%,.22512,0.24,0.19
Buy Now ,1,4186,4186,4186,4186,4186,4186,4186,0.000%,.23889,0.26,0.14
Instabuy pop-up,1,995,995,995,995,995,995,995,0.000%,1.00503,5.05,0.31
Exchange Pop-up,1,178,178,178,178,178,178,178,0.000%,5.61798,20.09,1.39
Remove Exchange,1,187,187,187,187,187,187,187,0.000%,5.34759,4.14,1.92
Deactivate Exchange,1,137,137,137,137,137,137,137,0.000%,7.29927,5.67,2.62
Notify Me (if product is out of stock),1,105,105,105,105,105,105,105,0.000%,9.52381,7.31,4.44
Place Order,1,5111,5111,5111,5111,5111,5111,5111,0.000%,.19566,0.23,0.07
TOTAL,19,1136,322,4186,4442,5111,17,5111,0.000%,.87971,4.87,0.34
