Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,40,212,209,312,318,332,112,332,0.000%,.13305,0.10,0.03
TriggerOTP,40,506,500,624,637,654,375,654,0.000%,.13295,0.10,0.04
OpenLogin ,40,2208,1519,4295,4653,4986,857,4986,0.000%,.13282,12.94,0.06
Product Listing Page (PLP),40,13,13,16,16,20,11,20,0.000%,.13351,3.90,0.07
Get Product List for Compare,39,225,204,330,342,387,117,387,0.000%,.13044,0.10,0.04
To Add Product To Compare,38,697,716,944,1027,1111,327,1111,0.000%,.13114,0.11,0.05
Get Compare List after adding Product,38,655,627,913,943,1062,325,1062,0.000%,.13093,0.16,0.04
To Remove Product from Compare List ,38,707,706,986,1019,1064,319,1064,0.000%,.13085,0.10,0.05
Product Description Page (PDP),38,993,1003,1278,1352,1437,634,1437,0.000%,.13079,2.83,0.04
Get Product details with seller,38,938,894,1229,1300,1534,521,1534,0.000%,.13101,0.64,0.04
Add Product to WishList,38,1179,1166,1633,1666,1720,591,1720,0.000%,.13097,0.09,0.04
Add To Cart,36,4427,3350,6422,8700,12240,2004,12240,0.000%,.12595,0.14,0.10
Buy Now ,36,3884,3109,5778,6234,11685,1964,11685,0.000%,.12624,0.14,0.07
Instabuy pop-up,35,1371,1404,1640,1739,1865,896,1865,0.000%,.13300,0.56,0.04
Exchange Pop-up,35,325,338,392,478,530,174,530,0.000%,.13357,0.48,0.03
Remove Exchange,35,235,197,374,383,521,127,521,0.000%,.13370,0.10,0.05
Deactivate Exchange,35,249,232,353,412,489,133,489,0.000%,.13376,0.10,0.05
Notify Me (if product is out of stock),35,194,171,324,338,369,101,369,0.000%,.13380,0.10,0.06
Place Order,35,3449,2086,7369,7659,8441,1239,8441,0.000%,.13310,0.16,0.05
TOTAL,709,1165,637,2940,4653,7604,11,12240,0.000%,2.29263,21.89,0.89
