Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,200,12339,13176,23756,24981,25661,731,26884,0.000%,.22903,0.18,0.06
TriggerOTP,200,14291,15306,23995,25667,26399,413,26736,10.500%,.22378,0.17,0.07
OpenLogin ,200,37677,41149,60716,66284,72347,5693,78208,17.500%,.21543,16.86,0.10
Product Listing Page (PLP),187,25,26,38,48,55,10,116,0.000%,.21147,6.17,0.12
Get Product List for Compare,187,16836,17672,23937,27021,27663,2127,27755,0.000%,.20583,0.16,0.06
To Add Product To Compare,180,22781,23986,30337,31759,33741,7811,34450,0.000%,.19688,0.16,0.08
Get Compare List after adding Product,170,23736,24047,31110,31400,36906,8096,37356,0.000%,.18909,0.22,0.06
To Remove Product from Compare List ,165,26127,25572,35409,37000,39296,11828,39680,0.000%,.18751,0.15,0.07
Product Description Page (PDP),153,32491,30914,47465,48631,49268,18096,50312,0.000%,.17377,3.69,0.05
Get Product details with seller,125,34159,31197,46600,48646,50053,23276,64474,0.000%,.14524,0.71,0.04
Add Product to WishList,108,43604,40845,66459,67676,70858,25883,78295,0.000%,.12942,0.09,0.04
Add To Cart,104,95594,106915,120025,120027,120031,34447,120047,37.500%,.12821,0.11,0.11
Buy Now ,100,98273,106817,120021,120024,120032,17,120095,44.000%,.19772,0.16,0.12
Instabuy pop-up,100,53953,50108,79379,80229,83943,24715,86681,5.000%,.21428,0.92,0.07
Exchange Pop-up,100,38140,36370,76378,79490,86804,16088,87460,0.000%,.22434,0.80,0.06
Remove Exchange,100,30937,21343,63355,64373,74720,16,77101,1.000%,.23285,0.18,0.08
Deactivate Exchange,100,29002,18878,72640,75129,85617,14230,85702,0.000%,.26089,0.20,0.09
Notify Me (if product is out of stock),100,27431,18361,76556,79701,80282,12539,80822,0.000%,.31178,0.24,0.15
Place Order,100,65574,77082,94629,111885,112633,14613,112728,0.000%,.34638,142.47,0.10
TOTAL,2679,32357,24607,74661,93546,120021,10,120095,5.412%,2.86329,72.99,1.08
