Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,100,572,578,744,843,1115,146,1125,0.000%,.32782,0.25,0.08
OpenLogin ,100,2836,2166,2920,11005,12726,1377,13297,0.000%,.32580,0.54,0.11
TriggerOTP ,100,2450,2361,3355,3944,4146,683,5233,0.000%,.32603,1.49,0.17
Product Listing Page (PLP),100,38,33,54,62,135,26,149,0.000%,.32675,8.93,0.18
Get Product List for Compare,100,739,725,977,1203,1448,167,1567,0.000%,.32601,0.26,0.10
To Add Product To Compare,100,2888,2760,4021,4381,5161,1108,5636,0.000%,.32425,0.27,0.12
Get Compare List after adding Product,99,2712,2616,3831,4073,5123,445,5213,0.000%,.32349,0.43,0.10
To Remove Product from Compare List ,98,2931,2817,3851,4345,5040,1028,5172,0.000%,.32171,0.26,0.11
Product Description Page (PDP),97,1359,1233,1907,2135,2670,695,2901,0.000%,.32782,1.98,0.09
Get Product details with seller,97,1340,1224,1958,2178,2593,302,2620,0.000%,.32908,1.14,0.09
Add Product to WishList,97,4442,4306,5741,6637,8170,1206,9019,0.000%,.32663,0.23,0.09
Notify Me (if product is out of stock),97,684,691,962,1084,1300,98,1360,0.000%,.33007,0.25,0.15
Add To Cart,97,794,768,1142,1306,1414,179,1500,0.000%,.32991,0.31,0.18
Buy Now ,97,795,775,1155,1249,1596,188,1739,0.000%,.32980,0.31,0.18
Instabuy pop-up,96,1060,789,2153,2447,4271,295,4627,0.000%,.32640,0.21,0.09
Exchange Pop-up,93,2167,1568,3358,6331,7423,996,8502,0.000%,.32127,1.15,0.08
Remove Exchange,93,884,851,1125,1353,1607,305,1650,0.000%,.32190,0.25,0.12
Deactivate Exchange,93,840,828,1079,1250,1733,331,1760,0.000%,.32223,0.25,0.12
Place Order,93,1014,773,2190,2524,3254,312,3947,0.000%,.32150,0.26,0.11
TOTAL,1847,1613,1059,3357,4189,6331,26,13297,0.000%,5.92316,18.17,2.19
