Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,1,155,155,155,155,155,155,155,0.000%,6.45161,4.99,1.66
OpenLogin ,1,1509,1509,1509,1509,1509,1509,1509,0.000%,.66269,1.09,0.23
TriggerOTP ,1,453,453,453,453,453,453,453,0.000%,2.20751,8.45,1.17
Product Listing Page (PLP),1,58,58,58,58,58,58,58,0.000%,17.24138,471.06,9.24
Get Product List for Compare,1,350,350,350,350,350,350,350,0.000%,2.85714,2.28,0.85
To Add Product To Compare ,1,1437,1437,1437,1437,1437,1437,1437,0.000%,.69589,0.55,0.26
Get Compare List after adding Product,1,454,454,454,454,454,454,454,0.000%,2.20264,2.42,0.68
To Remove Product from Compare List,1,1914,1914,1914,1914,1914,1914,1914,0.000%,.52247,0.41,0.18
Get Compare List after removing Product 1111,1,112,112,112,112,112,112,112,0.000%,8.92857,7.13,2.76
Product Description Page (PDP),1,4402,4402,4402,4402,4402,4402,4402,0.000%,.22717,1.59,0.06
Get Product details with seller,1,2908,2908,2908,2908,2908,2908,2908,0.000%,.34388,1.39,0.10
Add Product to WishList,1,1058,1058,1058,1058,1058,1058,1058,0.000%,.94518,0.66,0.27
Add To Cart,1,116,116,116,116,116,116,116,0.000%,8.62069,8.16,6.95
Buy Now ,1,122,122,122,122,122,122,122,0.000%,8.19672,7.76,6.58
Instabuy pop-up,1,118,118,118,118,118,118,118,0.000%,8.47458,5.41,2.44
Exchange Pop-up,1,794,794,794,794,794,794,794,0.000%,1.25945,4.50,0.31
Remove Exchange,1,538,538,538,538,538,538,538,0.000%,1.85874,1.44,0.68
Deactivate Exchange,1,130,130,130,130,130,130,130,0.000%,7.69231,5.98,2.82
Notify Me (if product is out of stock),1,93,93,93,93,93,93,93,0.000%,10.75269,8.25,4.75
Place Order,1,113,113,113,113,113,113,113,0.000%,8.84956,7.16,3.15
TOTAL,20,841,350,1914,2908,4402,58,4402,0.000%,1.12233,3.30,0.44
