Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,51,366,368,507,523,573,137,617,0.000%,.16418,0.13,0.04
Send OTP ,50,766,708,1004,1042,1288,494,1288,0.000%,.16631,0.12,0.06
OpenLogin ,50,4877,2769,11241,12061,15083,1554,15083,0.000%,.16149,14.76,0.07
Product Listing Page (PLP),49,12,12,15,16,17,10,17,0.000%,.16567,4.83,0.09
Get Product List for Compare,49,411,402,583,618,734,166,734,0.000%,.16556,0.13,0.05
To Add Product To Compare,49,1415,1497,1941,2226,2315,492,2315,0.000%,.16471,0.13,0.06
Get Compare List after adding Product,49,1224,1236,1768,1897,2186,198,2186,0.000%,.16406,0.18,0.05
To Remove Product from Compare List ,48,1377,1307,1966,2178,2453,554,2453,0.000%,.16180,0.13,0.06
Product Description Page (PDP),48,2263,2185,2951,3197,3326,841,3326,0.000%,.16184,16.86,0.05
Get Product details with seller,47,2341,2348,3216,3393,3572,1279,3572,0.000%,.16544,2.64,0.05
Add Product to WishList,47,2855,2717,3895,4173,4576,1422,4576,0.000%,.16530,0.12,0.05
Add To Cart,47,10248,6873,17595,21396,23577,2903,23577,10.638%,.16360,0.21,0.14
Buy Now ,45,10070,6755,17067,19437,24343,3298,24343,8.889%,.16023,0.17,0.09
Instabuy pop-up,43,2282,2483,2986,3011,3362,213,3362,4.651%,.15889,0.65,0.05
Exchange Pop-up,42,682,669,1008,1028,1056,231,1056,0.000%,.16172,0.58,0.04
Remove Exchange,42,489,492,706,748,801,239,801,0.000%,.16181,0.13,0.06
Deactivate Exchange,42,491,458,697,750,899,178,899,0.000%,.16154,0.13,0.06
Notify Me (if product is out of stock),42,403,396,633,646,662,139,662,0.000%,.16158,0.12,0.08
Place Order,41,5431,3467,16007,17950,22115,356,22115,0.000%,.15894,3.02,0.06
TOTAL,881,2511,1237,5753,12535,19360,10,24343,1.249%,2.79375,42.30,1.08
