Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,103,1672,1562,2900,3167,3397,128,4070,0.000%,.17311,0.13,0.04
Send OTP ,103,2486,2379,3660,4039,4424,399,4874,0.000%,.17247,0.13,0.06
OpenLogin ,103,17731,11200,39972,43295,46412,2479,46721,0.000%,.17042,16.14,0.08
Product Listing Page (PLP),103,13,12,15,17,28,10,38,0.000%,.17123,5.00,0.09
Get Product List for Compare,103,2317,2148,3131,3348,3745,996,3786,0.000%,.17060,0.14,0.05
To Add Product To Compare,101,6935,6826,7730,7908,8825,5679,8886,0.000%,.16763,0.13,0.06
Get Compare List after adding Product,100,6682,6522,7602,7856,8099,5395,8762,0.000%,.16850,0.21,0.05
To Remove Product from Compare List ,99,6784,6657,7761,8078,8579,5176,9065,0.000%,.16824,0.13,0.06
Product Description Page (PDP),98,10584,10434,11446,11836,12743,9109,13520,0.000%,.17251,18.03,0.05
Get Product details with seller,98,10453,10470,11430,11777,12562,8811,13715,0.000%,.17309,2.79,0.05
Add Product to WishList,96,12974,13091,14771,15351,16315,7069,16797,0.000%,.17077,0.12,0.05
Add To Cart,95,30043,23850,49257,56649,65585,10781,67588,8.421%,.17093,0.18,0.14
Buy Now ,86,29305,23146,49910,51867,57121,11697,65664,8.140%,.16025,0.17,0.09
Instabuy pop-up,82,11012,10632,14516,16054,17979,3319,18497,1.220%,.16391,0.71,0.05
Exchange Pop-up,82,3724,3449,4582,5455,7351,2383,9507,0.000%,.16693,0.60,0.04
Remove Exchange,80,2656,2400,3624,3916,4532,1542,5957,0.000%,.16622,0.13,0.06
Deactivate Exchange,79,2745,2638,3591,3824,4666,1663,5257,0.000%,.16608,0.13,0.06
Notify Me (if product is out of stock),75,2138,1892,3157,3565,3800,1314,3925,0.000%,.16340,0.13,0.08
Place Order,75,20995,14959,35414,61388,62548,1556,64188,0.000%,.15635,39.92,0.05
TOTAL,1761,9420,6592,21910,34163,51624,10,67588,0.909%,2.79523,71.97,1.08
