Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,34,202,189,303,343,407,105,407,0.000%,.11272,0.09,0.03
Send OTP ,34,496,499,591,597,611,368,611,0.000%,.11257,0.08,0.04
OpenLogin ,34,3104,1800,6934,7088,9096,1082,9096,0.000%,.11221,10.72,0.05
Product Listing Page (PLP),33,14,13,17,17,29,10,29,0.000%,.11279,3.29,0.06
Get Product List for Compare,33,187,178,253,281,314,123,314,0.000%,.11273,0.09,0.03
To Add Product To Compare,33,603,582,887,896,945,356,945,0.000%,.11251,0.09,0.04
Get Compare List after adding Product,33,556,535,764,826,954,308,954,0.000%,.11242,0.12,0.03
To Remove Product from Compare List ,33,606,564,896,939,1446,323,1446,0.000%,.11225,0.09,0.04
Product Description Page (PDP),32,1131,1104,1509,1639,2047,611,2047,0.000%,.11223,12.02,0.03
Get Product details with seller,32,1136,1090,1512,1529,2092,542,2092,0.000%,.11222,1.80,0.03
Add Product to WishList,32,1294,1196,1686,1744,2141,763,2141,0.000%,.11202,0.08,0.04
Add To Cart,32,7047,4814,14299,14863,19053,2661,19053,9.375%,.11122,0.11,0.09
Buy Now ,31,6435,3728,11949,14291,16949,2086,16949,9.677%,.10575,0.11,0.06
Instabuy pop-up,29,1391,1428,1890,1944,2143,192,2143,0.000%,.11095,0.46,0.03
Exchange Pop-up,29,333,330,489,544,647,181,647,0.000%,.11145,0.40,0.03
Remove Exchange,29,252,231,375,407,518,125,518,0.000%,.11151,0.09,0.04
Deactivate Exchange,29,225,212,322,334,390,138,390,0.000%,.11152,0.09,0.04
Notify Me (if product is out of stock),29,200,175,286,297,340,120,340,0.000%,.11153,0.09,0.05
Place Order,29,4863,2458,11954,13329,17655,571,17655,0.000%,.11046,0.13,0.04
TOTAL,600,1573,574,3203,8727,14299,10,19053,1.000%,1.88134,27.38,0.73
