Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,196,11999,12549,19913,21121,21357,816,22037,0.000%,.21392,0.17,0.05
Send OTP ,192,18372,15267,73187,74074,74902,720,74943,2.604%,.21134,0.16,0.07
OpenLogin ,188,46925,42487,83634,87096,90070,5473,98253,3.723%,.20491,15.64,0.09
Product Listing Page (PLP),176,25,25,38,43,58,10,115,0.000%,.19761,5.77,0.11
Get Product List for Compare,175,16272,17366,21844,23338,24534,1328,65025,0.000%,.19359,0.15,0.06
To Add Product To Compare,164,24033,23152,29854,36382,72793,7193,74039,0.000%,.18090,0.15,0.07
Get Compare List after adding Product,155,27671,22415,66455,70152,73347,10843,73472,0.000%,.17295,0.17,0.05
To Remove Product from Compare List ,135,24669,23253,34638,35935,46199,10229,46332,0.000%,.15241,0.12,0.05
Product Description Page (PDP),113,39718,34413,67976,70719,89049,15675,89865,0.000%,.12959,12.55,0.04
Get Product details with seller,109,41703,32766,91336,93948,94704,19371,94927,0.000%,.12753,2.21,0.04
Add Product to WishList,101,55566,47571,97473,98845,100625,22909,100625,0.000%,.12977,0.09,0.04
Add To Cart,100,95480,103679,120023,120028,120037,32387,120037,30.000%,.18740,0.16,0.15
Buy Now ,100,96649,106231,120022,120025,120031,36298,120047,41.000%,.17589,0.15,0.10
Instabuy pop-up,100,56450,56116,89425,93194,100476,13875,100579,5.000%,.17999,0.77,0.06
Exchange Pop-up,100,46037,37417,84555,84832,86562,14122,94447,0.000%,.18326,0.66,0.05
Remove Exchange,100,36624,20681,93191,94896,96153,15500,96312,0.000%,.19216,0.15,0.07
Deactivate Exchange,100,25605,18877,52632,62105,83598,12318,83897,0.000%,.20095,0.16,0.07
Notify Me (if product is out of stock),100,24487,18144,59503,60257,95574,12720,95806,0.000%,.23057,0.18,0.11
Place Order,100,44243,27325,76638,78480,147632,16259,148305,0.000%,.26804,78.92,0.09
TOTAL,2504,34472,22574,83598,98845,120022,10,148305,3.514%,2.71274,69.18,1.03
