Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,225,7756,8314,10481,11096,13211,1215,13603,0.000%,.17435,0.13,0.04
Send OTP ,224,8530,9247,11642,12446,15208,1711,25162,0.000%,.17310,0.13,0.06
OpenLogin ,222,28953,25304,48882,53026,56181,4606,56592,0.000%,.17134,16.06,0.08
Product Listing Page (PLP),214,20,12,29,33,90,9,587,0.000%,.16807,4.90,0.09
Get Product List for Compare,214,8330,8996,11071,11556,14495,597,14890,0.000%,.16687,0.13,0.05
To Add Product To Compare,210,12566,13038,15294,16247,18919,3284,19669,0.000%,.16341,0.13,0.06
Get Compare List after adding Product,208,11938,12320,14495,15220,16835,4562,17570,0.000%,.16563,0.19,0.05
To Remove Product from Compare List ,208,12699,13123,14766,17217,18949,3229,19232,0.000%,.16455,0.13,0.06
Product Description Page (PDP),207,16086,16433,18651,20500,21662,7144,23222,0.000%,.16293,13.07,0.05
Get Product details with seller,202,15804,15955,17998,18464,19920,8987,22487,0.000%,.16130,2.35,0.05
Add Product to WishList,201,18766,18733,21370,22554,24921,13991,25433,0.000%,.16096,0.11,0.05
Add To Cart,197,40387,35769,59291,62485,69215,17236,71818,0.000%,.15852,0.17,0.13
Buy Now ,193,38897,34159,58626,61490,67038,16427,70901,0.000%,.15932,0.17,0.09
Instabuy pop-up,186,16987,16651,20347,21236,22186,7623,23721,2.151%,.15809,0.69,0.05
Exchange Pop-up,185,10327,10367,12043,12775,13967,6756,14515,0.000%,.16163,0.58,0.04
Remove Exchange,183,9512,9363,11714,12465,14045,6000,14329,0.000%,.16104,0.12,0.06
Deactivate Exchange,180,9589,9492,11763,12978,14163,5537,14699,0.000%,.16281,0.13,0.06
Notify Me (if product is out of stock),180,9111,9116,10921,11567,13299,5688,14843,0.000%,.16327,0.13,0.08
Place Order,180,20975,11039,51731,53527,60562,5891,69008,0.000%,.16160,24.53,0.06
TOTAL,3819,15539,12201,32573,44327,59470,9,71818,0.105%,2.91079,59.04,1.12
