Login Ui Page,493,1569,1657,1815,1897,2624,208,2882,0.000%,.55230,0.43,0.14
Send OTP ,493,2337,2500,2667,2728,2864,441,3833,0.000%,.55084,0.41,0.19
OpenLogin ,493,14657,9466,39059,39608,40361,3100,41304,0.000%,.54321,13.59,0.25
Product Listing Page (PLP),483,12,11,14,16,33,9,341,0.000%,.54322,18.56,0.30
Get Product List for Compare,483,2005,2136,2284,2329,2566,143,4508,0.000%,.54196,0.43,0.16
To Add Product To Compare,482,7571,8010,8392,8548,8904,505,12016,0.000%,.53800,0.44,0.21
Get Compare List after adding Product,477,7714,7760,9024,9248,9996,540,12620,0.000%,.53416,0.73,0.16
To Remove Product from Compare List ,472,7592,7943,8266,8386,9058,558,9600,0.000%,.53064,0.42,0.19
Product Description Page (PDP),467,12264,12528,13684,14106,14407,2403,15546,0.000%,.52375,52.44,0.14
Get Product details with seller,459,12288,12449,13587,13864,14243,2914,15532,0.000%,.51768,7.10,0.15
Add Product to WishList,455,15679,15708,18456,18747,19184,6444,20231,0.000%,.51488,0.36,0.16
Add To Cart,447,26791,23313,48939,52724,57009,9906,60136,0.000%,.50778,0.51,0.42
Buy Now ,432,27657,23700,50537,53072,54321,9543,54682,0.000%,.49654,0.53,0.29
Instabuy pop-up,417,12920,13256,18105,19727,25248,1841,29421,5.516%,.49007,1.90,0.15
Exchange Pop-up,405,3759,3728,3945,4014,4246,3116,6796,0.000%,.48849,1.75,0.12
Remove Exchange,404,2509,2500,2664,2730,2875,2190,2892,0.000%,.49324,0.38,0.18
Deactivate Exchange,404,2532,2511,2662,2719,3094,2195,4969,0.000%,.49318,0.38,0.18
Notify Me (if product is out of stock),401,1961,1915,2081,2172,2470,1364,5795,0.000%,.49560,0.38,0.23
Place Order,401,15871,15442,24738,25286,63751,2009,65168,0.000%,.48642,135.17,0.16
TOTAL,8568,9286,7755,21965,25238,49961,9,65168,0.268%,9.38342,220.26,3.60
