Login Ui Page,45,155,145,170,280,304,126,304,0.000%,.15274,0.12,0.04
Send OTP ,45,447,441,480,499,604,401,604,0.000%,.15261,0.11,0.05
OpenLogin ,45,1582,1046,3599,3704,3772,880,3772,0.000%,.15233,3.80,0.07
Product Listing Page (PLP),45,13,13,17,18,19,9,19,0.000%,.15283,5.22,0.08
Get Product List for Compare,45,147,145,155,165,170,137,170,0.000%,.15276,0.12,0.05
To Add Product To Compare,45,475,471,488,517,580,454,580,0.000%,.15260,0.13,0.06
Get Compare List after adding Product,45,479,482,523,531,546,420,546,0.000%,.15262,0.22,0.05
To Remove Product from Compare List ,45,473,468,494,523,583,445,583,0.000%,.15259,0.12,0.05
Product Description Page (PDP),44,803,791,898,919,1000,689,1000,0.000%,.15196,14.92,0.04
Get Product details with seller,44,798,778,908,926,996,699,996,0.000%,.15200,2.09,0.04
Add Product to WishList,44,977,960,1089,1121,1177,845,1177,0.000%,.15188,0.11,0.05
Add To Cart,42,3232,2711,4763,5270,5436,1897,5436,0.000%,.14469,0.16,0.12
Buy Now ,40,3103,2755,4918,5212,5481,1925,5481,0.000%,.15425,0.17,0.09
Instabuy pop-up,40,1186,1157,1321,1331,1339,1100,1339,0.000%,.15482,0.66,0.05
Exchange Pop-up,40,233,230,248,253,276,218,276,0.000%,.15548,0.56,0.04
Remove Exchange,40,171,167,185,195,204,158,204,0.000%,.15551,0.12,0.06
Deactivate Exchange,40,174,172,186,191,200,162,200,0.000%,.15550,0.12,0.06
Notify Me (if product is out of stock),40,136,133,149,154,166,125,166,0.000%,.15552,0.12,0.07
Place Order,40,2434,1423,6052,6147,6230,1294,6230,0.000%,.15192,0.18,0.06
TOTAL,814,880,474,2398,3240,5481,9,6230,0.000%,2.64999,27.35,1.02
