Login Ui Page,656,765,778,896,938,1024,199,2036,0.000%,.50814,0.39,0.13
Send OTP ,655,1558,1309,1465,2268,9486,506,19914,0.000%,.50765,0.38,0.17
OpenLogin ,654,6712,4233,17387,17812,18461,1207,19631,0.000%,.50581,12.63,0.23
Product Listing Page (PLP),647,12,12,15,16,23,9,64,0.000%,.50340,17.20,0.28
Get Product List for Compare,646,933,967,1100,1137,1229,163,2518,0.000%,.50282,0.40,0.15
To Add Product To Compare,644,3442,3550,3897,3973,4543,452,7533,0.000%,.50117,0.42,0.19
Get Compare List after adding Product,641,3477,3551,4076,4178,4603,484,5369,0.000%,.49941,0.69,0.15
To Remove Product from Compare List ,638,3430,3510,3849,3931,5317,569,7749,0.000%,.49788,0.40,0.18
Product Description Page (PDP),637,5432,5556,6123,6223,7051,925,8232,0.000%,.49734,49.78,0.14
Get Product details with seller,635,5423,5531,6111,6338,7221,1025,10299,0.000%,.49696,6.81,0.14
Add Product to WishList,633,6858,6847,8059,8402,8935,1349,11111,0.000%,.49638,0.35,0.16
Add To Cart,631,12557,11197,22479,24467,25859,2562,26719,0.158%,.49364,0.50,0.41
Buy Now ,624,12978,11474,23854,24557,25331,3132,26081,0.000%,.48978,0.53,0.28
Instabuy pop-up,614,5225,5427,6839,7188,7940,705,10298,7.329%,.48467,1.88,0.15
Exchange Pop-up,610,1645,1652,1845,1887,2014,251,4241,0.000%,.48419,1.73,0.12
Remove Exchange,609,1137,1141,1274,1326,1907,181,4689,0.000%,.48476,0.37,0.17
Deactivate Exchange,609,1119,1133,1255,1306,1387,237,2609,0.000%,.48448,0.38,0.17
Notify Me (if product is out of stock),608,884,882,989,1028,1145,184,3031,0.000%,.48431,0.37,0.23
Place Order,608,7033,6474,11109,27412,29344,670,30618,0.000%,.48099,100.95,0.16
TOTAL,11999,4235,3398,10148,12139,24071,9,30618,0.383%,9.23626,192.20,3.55
