Login Ui Page,298,440,411,530,569,671,177,5875,0.000%,.48983,0.38,0.13
Send OTP ,298,798,800,942,1015,1130,451,1295,0.000%,.48934,0.36,0.16
OpenLogin ,297,3815,2503,9377,9840,10403,1226,13207,0.000%,.48597,12.08,0.22
Product Listing Page (PLP),295,12,12,14,16,20,9,70,0.000%,.48959,16.73,0.27
Get Product List for Compare,295,564,513,646,693,838,169,10043,0.000%,.48926,0.39,0.15
To Add Product To Compare,295,2038,1714,2131,2322,15052,740,19426,0.000%,.48855,0.41,0.19
Get Compare List after adding Product,292,1807,1748,2140,2293,2639,826,20203,0.000%,.48570,0.65,0.15
To Remove Product from Compare List ,291,1707,1695,2118,2222,2410,789,2470,0.000%,.48583,0.39,0.18
Product Description Page (PDP),289,2921,2809,3431,3626,4006,1327,25795,0.000%,.48449,48.59,0.13
Get Product details with seller,285,3018,2842,3378,3564,4155,1723,24640,0.000%,.48585,6.65,0.14
Add Product to WishList,285,3608,3517,4333,4575,5263,2089,20628,0.000%,.48613,0.34,0.15
Add To Cart,285,7602,6598,12641,13905,24172,2417,27762,0.000%,.48705,0.50,0.40
Buy Now ,283,7682,6726,12083,13153,18213,3470,28772,0.000%,.48562,0.52,0.28
Instabuy pop-up,278,2963,2882,3812,3963,4731,376,22209,3.957%,.48558,1.97,0.15
Exchange Pop-up,277,860,866,1051,1113,1208,398,5101,0.000%,.48780,1.74,0.12
Remove Exchange,274,624,574,736,771,854,267,9778,0.000%,.48589,0.38,0.17
Deactivate Exchange,274,606,588,734,798,853,299,4840,0.000%,.48608,0.38,0.18
Notify Me (if product is out of stock),271,457,460,556,597,736,204,860,0.000%,.48263,0.37,0.22
Place Order,270,3380,2537,5437,14815,16876,331,20451,0.000%,.48174,60.19,0.17
TOTAL,5432,2358,1629,5816,7393,13793,9,28772,0.203%,8.82533,144.89,3.40
