Login Ui Page,90,154,151,181,191,198,124,204,0.000%,.29145,0.23,0.07
Send OTP ,90,463,456,491,509,703,405,735,0.000%,.29116,0.22,0.10
OpenLogin ,89,1689,1101,3946,4025,4265,924,4313,0.000%,.28883,7.27,0.13
Product Listing Page (PLP),88,12,12,16,17,27,9,33,0.000%,.28894,9.87,0.16
Get Product List for Compare,87,169,163,197,205,208,139,212,0.000%,.28562,0.23,0.09
To Add Product To Compare,86,545,537,603,636,745,466,746,0.000%,.28426,0.24,0.11
Get Compare List after adding Product,85,563,555,661,744,787,424,795,0.000%,.29242,0.38,0.09
To Remove Product from Compare List ,85,542,540,604,631,720,459,734,0.000%,.29251,0.23,0.11
Product Description Page (PDP),85,909,900,1056,1096,1125,713,1167,0.000%,.29219,28.72,0.08
Get Product details with seller,85,901,897,1059,1079,1161,730,1163,0.000%,.29214,4.00,0.08
Add Product to WishList,85,1102,1100,1248,1306,1320,872,1329,0.000%,.29214,0.20,0.09
Add To Cart,85,3294,2863,5148,5955,6140,1458,6194,0.000%,.29092,0.31,0.24
Buy Now ,84,3252,2755,5275,5632,5846,2000,5847,0.000%,.28705,0.31,0.17
Instabuy pop-up,80,1271,1253,1495,1670,1863,142,1897,2.500%,.29076,1.22,0.09
Exchange Pop-up,80,273,270,313,317,357,224,426,0.000%,.29187,1.04,0.07
Remove Exchange,80,191,186,217,221,229,161,278,0.000%,.29199,0.23,0.10
Deactivate Exchange,80,195,193,218,227,232,164,252,0.000%,.29199,0.23,0.11
Notify Me (if product is out of stock),80,149,146,169,172,198,125,266,0.000%,.29204,0.22,0.14
Place Order,80,1782,1509,6466,6614,6794,142,7060,0.000%,.28912,3.06,0.11
TOTAL,1604,918,526,2541,3244,5847,9,7060,0.125%,5.12319,54.67,1.98
