Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,160,1876,1879,2492,2640,3114,340,3327,0.000%,.26217,0.20,0.07
OpenLogin ,160,5303,5509,6121,6314,6853,1263,7585,0.000%,.26066,0.45,0.09
TriggerOTP ,159,9591,10137,12834,13100,13376,1783,15061,0.000%,.26032,0.93,0.14
Product Listing Page (PLP),158,19,16,24,29,45,14,127,0.000%,.26128,8.57,0.14
Get Product List for Compare,158,2475,2451,2887,3024,3793,718,3940,0.000%,.26023,0.21,0.08
To Add Product To Compare,157,7664,7651,8290,8468,8705,4638,9399,0.000%,.25721,0.21,0.10
Get Compare List after adding Product,153,7234,7368,8498,8591,9109,2230,9301,0.000%,.25650,0.31,0.08
To Remove Product from Compare List ,153,7515,7515,7955,8163,8554,6522,8777,33.987%,.25656,0.21,0.09
Get Compare List after removing Product,152,2560,2398,3126,3331,3748,1966,3886,0.000%,.25877,0.21,0.08
Product Description Page (PDP),150,3156,3065,3559,3680,4073,2616,4279,0.000%,.25878,2.55,0.07
Get Product details with seller,150,3206,3086,3754,3896,4712,2579,4776,0.000%,.25861,1.04,0.07
Add Product to WishList,150,11521,11566,12168,12312,13042,5237,13235,0.000%,.25756,0.18,0.07
Notify Me (if product is out of stock),148,2344,2257,2782,3031,3441,1915,3760,0.000%,.26074,0.20,0.12
Add To Cart,147,13743,15159,17738,18486,19308,4779,19769,0.000%,.26640,0.26,0.15
Buy Now ,147,14605,16901,18410,18798,19312,4710,21216,0.000%,.26302,0.27,0.15
Instabuy pop-up,142,8849,9240,12105,13290,13851,2150,14247,9.859%,.25619,0.44,0.08
Exchange Pop-up,138,3917,3828,4404,4556,4936,3098,5605,0.000%,.25219,0.90,0.06
Remove Exchange,135,2864,2800,3349,3466,3922,2375,4145,0.000%,.25146,0.19,0.09
Deactivate Exchange,135,2935,2910,3358,3547,3823,2378,3985,0.000%,.25117,0.20,0.09
Place Order,135,10712,7873,14302,41462,43812,2225,43941,0.000%,.24930,12.86,0.09
TOTAL,2987,6073,4109,12737,15907,18465,14,43941,2.210%,4.83494,28.06,1.79
