Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,79,259,265,321,348,376,120,412,0.000%,.26233,0.20,0.07
OpenLogin ,79,1301,1310,1427,1484,1562,988,1606,0.000%,.26130,0.45,0.09
TriggerOTP ,79,1060,1013,1359,1498,1614,759,1698,0.000%,.26116,0.94,0.14
Product Listing Page (PLP),79,18,17,22,26,58,14,60,0.000%,.26199,8.59,0.15
Get Product List for Compare,79,287,283,391,435,476,136,488,0.000%,.26178,0.21,0.08
To Add Product To Compare,79,961,929,1302,1368,1379,337,1380,0.000%,.26111,0.21,0.10
Get Compare List after adding Product,78,951,920,1254,1274,1508,412,1614,0.000%,.26113,0.32,0.08
To Remove Product from Compare List ,78,989,1011,1272,1306,1367,557,1405,0.000%,.26144,0.21,0.09
Get Compare List after removing Product,78,339,319,406,452,983,137,1060,0.000%,.26213,0.21,0.08
Product Description Page (PDP),78,492,475,647,680,740,294,810,0.000%,.26240,2.58,0.07
Get Product details with seller,78,483,481,596,624,692,259,858,0.000%,.26246,1.06,0.07
Add Product to WishList,78,1441,1468,1771,1872,2139,831,2287,0.000%,.26213,0.18,0.08
Notify Me (if product is out of stock),76,264,260,339,371,423,116,424,0.000%,.25955,0.20,0.12
Add To Cart,76,3064,3399,4102,4401,5091,869,5971,0.000%,.25705,0.26,0.15
Buy Now ,75,3015,3402,4176,4243,4641,853,4826,0.000%,.25561,0.26,0.15
Instabuy pop-up,75,1442,1501,2167,2283,2533,119,2597,0.000%,.25587,0.50,0.08
Exchange Pop-up,74,464,463,598,623,662,224,669,0.000%,.25966,0.93,0.06
Remove Exchange,74,330,331,438,467,478,131,523,0.000%,.25951,0.20,0.09
Deactivate Exchange,74,324,328,414,438,486,182,490,0.000%,.25935,0.20,0.09
Place Order,74,1440,1112,2434,2507,2780,486,2850,0.000%,.25756,0.24,0.10
TOTAL,1540,941,622,2139,3288,4180,14,5971,0.000%,5.03248,17.51,1.87
