Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,352,5586,5964,7043,7478,8299,514,8687,0.000%,.27191,0.21,0.07
OpenLogin ,349,8765,9139,10350,10807,11448,1564,12507,0.000%,.26915,0.46,0.09
TriggerOTP ,347,16151,16587,20282,21245,22273,1852,22615,0.000%,.26773,0.96,0.14
Product Listing Page (PLP),337,18,17,20,22,32,14,401,0.000%,.26273,8.61,0.15
Get Product List for Compare,337,6039,6328,7385,7798,8344,636,9754,0.000%,.26151,0.21,0.08
To Add Product To Compare,335,10537,10926,12155,12584,13197,2290,13551,1.791%,.26040,0.21,0.10
Get Compare List after adding Product,334,10264,10760,12075,12490,13484,2736,15033,0.000%,.25909,0.31,0.08
To Remove Product from Compare List ,333,10627,10920,12203,12501,13287,2438,13667,44.745%,.25876,0.21,0.09
Get Compare List after removing Product,330,6264,6409,7446,7772,8338,660,10617,0.000%,.25741,0.21,0.08
Product Description Page (PDP),328,6818,7037,8134,8677,9303,832,9616,0.000%,.25567,2.52,0.07
Get Product details with seller,326,6773,6891,8065,8446,9761,823,9956,0.000%,.25448,1.02,0.07
Add Product to WishList,323,14445,14704,16114,16538,17259,5061,17406,0.000%,.25189,0.18,0.07
Notify Me (if product is out of stock),320,6099,6112,7404,7812,8507,1145,8803,0.000%,.25211,0.19,0.12
Add To Cart,319,18373,21251,24818,25524,27597,3433,28643,0.000%,.24972,0.25,0.14
Buy Now ,315,19224,22716,25532,26234,27514,3467,28558,0.000%,.24747,0.25,0.14
Instabuy pop-up,312,11923,12755,15293,15850,16910,1486,18090,2.885%,.24602,0.45,0.08
Exchange Pop-up,309,7621,7625,8745,9153,9676,2306,10389,0.000%,.24475,0.88,0.06
Remove Exchange,308,6606,6563,7674,8196,9032,1698,9777,0.000%,.24461,0.19,0.09
Deactivate Exchange,307,6694,6689,7630,7987,9014,1917,9418,0.000%,.24397,0.19,0.09
Place Order,306,13789,11561,16679,18737,60042,5196,61789,0.000%,.24259,7.26,0.09
TOTAL,6527,9591,7989,16587,21992,25484,14,61789,2.513%,5.02265,24.31,1.86
