Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,284,12702,13560,18388,18996,21268,985,64848,0.000%,.31407,0.24,0.08
OpenLogin ,283,14987,16258,20220,21016,22561,2736,64612,0.000%,.31034,0.53,0.11
TriggerOTP ,277,30496,32505,37723,38753,82150,3477,87860,0.000%,.30308,1.09,0.16
Product Listing Page (PLP),260,36,32,46,57,169,14,623,0.000%,.29195,9.57,0.16
Get Product List for Compare,260,13303,14208,18347,18989,19672,812,19832,0.000%,.28746,0.23,0.09
To Add Product To Compare,248,17550,18762,21426,22628,23870,5679,23951,5.242%,.27323,0.22,0.10
Get Compare List after adding Product,238,16813,17126,20766,22301,26488,6532,27609,0.000%,.26511,0.29,0.08
To Remove Product from Compare List ,231,18261,18475,22416,23590,25579,7949,26490,79.221%,.25969,0.21,0.09
Get Compare List after removing Product,227,15406,15650,18764,19212,19733,5896,20243,0.000%,.25763,0.21,0.08
Product Description Page (PDP),219,16112,16142,20232,20984,21459,7120,21739,0.000%,.25117,2.47,0.07
Get Product details with seller,216,16436,16680,19621,20103,20928,11042,21359,0.000%,.25239,1.02,0.07
Add Product to WishList,214,22741,22473,26746,27468,28712,15972,31007,0.000%,.25030,0.17,0.07
Notify Me (if product is out of stock),205,16217,15497,18753,19425,20388,11818,65568,0.000%,.24793,0.19,0.11
Add To Cart,202,38987,40024,82846,85669,90108,14514,91741,0.495%,.25101,0.24,0.14
Buy Now ,201,38021,41289,48693,81765,85365,14802,89279,0.000%,.25712,0.26,0.15
Instabuy pop-up,200,21566,21173,24789,26543,60707,11681,66267,5.000%,.25909,0.48,0.08
Exchange Pop-up,199,21322,17559,20715,62428,64362,12247,66287,0.000%,.27119,0.97,0.07
Remove Exchange,199,16627,16557,19426,19870,20298,11417,20435,0.000%,.27174,0.21,0.10
Deactivate Exchange,195,17467,16632,19665,19839,63854,11053,66023,0.000%,.26918,0.21,0.10
Place Order,194,32890,20012,90571,94136,98822,13455,138222,0.000%,.27303,28.16,0.10
TOTAL,4552,19392,17538,32733,42012,84481,14,138222,4.547%,4.95157,39.58,1.83
