Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,85,521,540,597,633,701,192,740,0.000%,.27702,0.21,0.07
OpenLogin ,85,2000,2012,2252,2314,2388,945,3945,0.000%,.27537,0.47,0.10
TriggerOTP ,85,2165,2008,3076,3363,3513,561,3955,0.000%,.27424,0.98,0.15
Product Listing Page (PLP),83,18,17,23,24,31,15,40,0.000%,.26949,8.84,0.15
Get Product List for Compare,83,654,674,755,807,848,176,877,0.000%,.26905,0.21,0.08
To Add Product To Compare,82,2190,2217,2510,2580,2600,549,2648,0.000%,.26554,0.21,0.10
Get Compare List after adding Product,81,2173,2163,2581,2716,2766,677,2799,0.000%,.26768,0.34,0.08
To Remove Product from Compare List ,81,2187,2214,2472,2484,2563,833,2593,0.000%,.26659,0.21,0.09
Get Compare List after removing Product,81,673,670,768,778,866,422,971,0.000%,.26677,0.22,0.08
Product Description Page (PDP),81,966,958,1090,1129,1242,531,1322,0.000%,.26674,2.62,0.07
Get Product details with seller,81,976,979,1113,1166,1234,732,1265,0.000%,.26678,1.08,0.07
Add Product to WishList,81,3413,3414,3840,3875,4006,1358,4040,0.000%,.26638,0.19,0.08
Notify Me (if product is out of stock),79,613,610,693,732,766,420,769,0.000%,.27078,0.21,0.12
Add To Cart,79,5115,5800,7361,7436,7705,707,8031,0.000%,.26760,0.27,0.15
Buy Now ,79,5111,5738,7248,7486,7691,614,7758,0.000%,.26821,0.27,0.15
Instabuy pop-up,77,2900,3314,3885,4044,4752,482,5896,0.000%,.27004,0.53,0.08
Exchange Pop-up,77,1092,1092,1235,1261,1332,755,1374,0.000%,.27195,0.97,0.07
Remove Exchange,76,756,761,857,882,895,360,898,0.000%,.26981,0.21,0.10
Deactivate Exchange,75,758,763,851,882,896,570,899,0.000%,.27344,0.21,0.10
Place Order,75,3160,2422,4519,4772,4989,1816,12263,0.000%,.27140,2.73,0.10
TOTAL,1606,1862,1158,3885,5800,7347,15,12263,0.000%,5.14603,20.19,1.91
