Login Ui Page,406,1243,1232,1756,1884,2073,229,2323,0.000%,.31730,0.25,0.08
Send OTP ,406,1873,1872,2618,2752,2970,493,3117,0.000%,.31680,0.23,0.11
OpenLogin ,406,13915,10378,28322,36261,45907,1461,50004,0.000%,.31077,12.46,0.14
Product Listing Page (PLP),400,17,15,20,22,35,12,354,0.000%,.31188,10.37,0.17
Get Product List for Compare,400,1722,1713,2492,2629,3179,181,6091,0.000%,.31130,0.25,0.11
To Add Product To Compare,399,5837,5805,8545,8877,9615,589,12969,0.000%,.30942,0.25,0.12
Get Compare List after adding Product,396,5935,5794,8554,9316,10192,656,10776,0.000%,.30778,0.44,0.11
To Remove Product from Compare List ,392,5797,5767,8317,8712,9087,497,11633,0.000%,.30765,0.25,0.11
Product Description Page (PDP),392,8933,8966,12656,13257,14200,890,15066,0.000%,.30468,17.36,0.08
Get Product details with seller,389,8666,8587,12485,13047,13901,945,14615,0.000%,.30322,4.02,0.09
Add Product to WishList,385,11481,11178,16240,17860,21847,1712,23384,0.000%,.30039,0.21,0.10
Add To Cart,381,22060,19947,37367,47136,54896,3712,62791,0.000%,.29020,0.30,0.24
Buy Now ,372,21039,18717,35919,46113,56163,3700,59377,0.000%,.28578,0.30,0.16
Instabuy pop-up,365,8407,8193,12700,14122,14874,937,15780,1.644%,.28731,1.19,0.09
Exchange Pop-up,362,2812,2736,3888,4024,4233,665,6208,0.000%,.28776,1.03,0.07
Remove Exchange,361,1923,1869,2625,2806,2979,484,5828,0.000%,.28750,0.22,0.10
Deactivate Exchange,360,1953,1915,2680,2821,3055,609,5804,0.000%,.28761,0.22,0.10
Notify Me (if product is out of stock),359,1521,1501,2105,2199,2452,414,5157,0.000%,.28724,0.22,0.13
Place Order,358,21712,2520,124133,125840,127642,544,128776,12.291%,.28317,5.86,0.10
TOTAL,7289,7668,4404,16045,23480,51395,12,128776,0.686%,5.47007,53.53,2.14
