Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,1,158,158,158,158,158,158,158,0.000%,6.32911,4.89,1.63
Send OTP ,1,431,431,431,431,431,431,431,0.000%,2.32019,1.72,0.78
OpenLogin,1,3053,3053,3053,3053,3053,3053,3053,0.000%,.32755,4.79,0.15
Product Listing Page (PLP),1,24,24,24,24,24,24,24,0.000%,41.66667,1392.70,22.99
Get Product List for Compare,1,142,142,142,142,142,142,142,0.000%,7.04225,5.62,2.10
To Add Product To Compare,1,459,459,459,459,459,459,459,0.000%,2.17865,1.71,0.82
Get Compare List after adding Product,1,435,435,435,435,435,435,435,0.000%,2.29885,2.51,0.71
To Remove Product from Compare List ,1,447,447,447,447,447,447,447,0.000%,2.23714,1.77,0.80
Product Description Page (PDP),1,703,703,703,703,703,703,703,0.000%,1.42248,21.43,0.39
Get Product details with seller,1,701,701,701,701,701,701,701,0.000%,1.42653,19.96,0.41
Add Product to WishList,1,933,933,933,933,933,933,933,0.000%,1.07181,0.75,0.34
Add To Cart,1,3623,3623,3623,3623,3623,3623,3623,0.000%,.27601,0.30,0.23
Buy Now ,1,3705,3705,3705,3705,3705,3705,3705,0.000%,.26991,0.29,0.16
Instabuy pop-up,1,1150,1150,1150,1150,1150,1150,1150,0.000%,.86957,4.38,0.26
Exchange Pop-up,1,221,221,221,221,221,221,221,0.000%,4.52489,16.18,1.12
Remove Exchange,1,161,161,161,161,161,161,161,0.000%,6.21118,4.80,2.23
Deactivate Exchange,1,167,167,167,167,167,167,167,0.000%,5.98802,4.65,2.15
Notify Me (if product is out of stock) ,1,128,128,128,128,128,128,128,0.000%,7.81250,6.00,3.59
Place Order,1,4341,4341,4341,4341,4341,4341,4341,0.000%,.23036,0.27,0.09
TOTAL,19,1104,447,3623,3705,4341,24,4341,0.000%,.90407,4.62,0.35
