Login Ui Page,46,157,149,180,223,246,136,246,0.000%,.15511,0.12,0.04
Send OTP ,46,444,440,475,483,515,398,515,0.000%,.15498,0.11,0.05
OpenLogin ,46,1540,1059,3072,3122,3302,842,3302,0.000%,.15469,6.15,0.07
Product Listing Page (PLP),46,15,15,18,22,26,12,26,0.000%,.15525,5.16,0.09
Get Product List for Compare,46,158,153,168,180,343,143,343,0.000%,.15517,0.12,0.06
To Add Product To Compare,46,510,500,547,586,627,462,627,0.000%,.15499,0.12,0.06
Get Compare List after adding Product,46,531,511,625,661,691,469,691,0.000%,.15492,0.18,0.06
To Remove Product from Compare List ,44,501,494,536,566,578,462,578,0.000%,.15475,0.12,0.06
Product Description Page (PDP),44,812,815,890,894,922,715,922,0.000%,.15452,8.62,0.04
Get Product details with seller,44,786,777,847,863,928,715,928,0.000%,.15449,1.96,0.04
Add Product to WishList,44,994,965,1180,1211,1326,828,1326,0.000%,.15441,0.11,0.05
Add To Cart,44,2794,2550,4640,4858,5061,1815,5061,0.000%,.15354,0.16,0.13
Buy Now ,44,2793,2631,4483,4607,5095,1792,5095,0.000%,.15346,0.16,0.09
Instabuy pop-up,43,1176,1150,1331,1372,1403,1015,1403,0.000%,.15281,0.70,0.05
Exchange Pop-up,42,248,240,283,294,301,225,301,0.000%,.15300,0.55,0.04
Remove Exchange,42,181,179,195,197,205,162,205,0.000%,.15305,0.12,0.06
Deactivate Exchange,42,182,182,198,203,205,167,205,0.000%,.15305,0.12,0.06
Notify Me (if product is out of stock),42,146,144,157,160,174,133,174,0.000%,.15306,0.12,0.07
Place Order,41,1827,1429,4804,4911,5469,154,5469,0.000%,.15517,0.18,0.06
TOTAL,838,828,500,2035,2697,4804,12,5469,0.000%,2.72581,23.48,1.07
