Login Ui Page,89,168,166,190,205,249,133,259,0.000%,.28922,0.22,0.07
Send OTP ,89,458,453,495,507,564,408,573,0.000%,.28894,0.21,0.10
OpenLogin ,89,1671,1153,3403,3524,4035,889,4046,0.000%,.28844,11.85,0.13
Product Listing Page (PLP),88,14,14,18,19,24,12,28,0.000%,.29476,9.80,0.16
Get Product List for Compare,88,181,182,205,214,252,146,275,0.000%,.29460,0.24,0.11
To Add Product To Compare,88,592,575,676,758,812,471,955,0.000%,.29413,0.24,0.12
Get Compare List after adding Product,88,617,611,730,779,788,479,926,0.000%,.29421,0.36,0.11
To Remove Product from Compare List ,88,584,571,661,714,742,468,855,0.000%,.29421,0.23,0.10
Product Description Page (PDP),88,926,906,1064,1143,1267,755,1278,0.000%,.29393,16.39,0.08
Get Product details with seller,86,921,913,1041,1093,1278,764,1448,0.000%,.29160,3.71,0.08
Add Product to WishList,86,1181,1128,1392,1526,1727,929,1766,0.000%,.29146,0.20,0.09
Add To Cart,84,3099,2859,5130,5461,5476,1945,5641,0.000%,.28809,0.30,0.24
Buy Now ,84,3050,2805,4944,5096,5496,1902,5562,0.000%,.28794,0.30,0.17
Instabuy pop-up,82,1278,1266,1483,1520,1600,158,1636,1.220%,.28972,1.31,0.09
Exchange Pop-up,82,286,281,330,341,347,239,384,0.000%,.29083,1.04,0.07
Remove Exchange,81,205,204,232,248,308,163,348,0.000%,.28897,0.22,0.10
Deactivate Exchange,81,209,212,233,241,245,172,253,0.000%,.28895,0.22,0.10
Notify Me (if product is out of stock),80,162,157,183,189,198,132,232,0.000%,.28663,0.22,0.13
Place Order,79,1571,1528,5128,5451,5756,152,6439,0.000%,.28815,0.31,0.11
TOTAL,1620,899,563,2262,3011,5268,12,6439,0.062%,5.18385,45.49,2.03
