Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,206,12905,14874,20375,28001,35893,604,38017,0.000%,.22160,0.17,0.06
TriggerOTP,205,14283,16186,22644,23896,32508,383,32789,0.976%,.23275,0.17,0.08
OpenLogin ,205,38475,41927,54308,57277,64495,3273,65369,1.951%,.21872,23.28,0.10
Product Listing Page (PLP),202,29,30,42,44,56,10,92,0.000%,.22784,6.65,0.13
Get Product List for Compare,202,16760,17947,23230,24191,28778,1271,29846,0.000%,.22049,0.18,0.07
To Add Product To Compare,200,21984,23211,28719,30164,31299,4837,33035,0.000%,.23268,0.19,0.09
Get Compare List after adding Product,200,21398,21213,29126,29842,32641,4691,34322,0.000%,.22539,0.24,0.07
To Remove Product from Compare List ,199,24321,24076,31126,32269,34861,10867,35096,0.000%,.22282,0.18,0.08
Product Description Page (PDP),197,29051,29245,36348,40979,42567,12640,42696,0.000%,.22175,7.57,0.06
Get Product details with seller,189,29756,30266,35637,39203,41629,20604,42185,0.000%,.21565,1.44,0.06
Add Product to WishList,180,32527,33070,37613,38974,41266,16606,41709,2.222%,.21254,0.15,0.07
Add To Cart,175,58061,67168,76114,78115,80944,15386,83594,2.286%,.20825,0.21,0.17
Buy Now ,155,57409,63293,75728,82796,86053,18488,87016,2.581%,.19061,0.20,0.11
Instabuy pop-up,133,32285,32905,39017,39822,47925,16096,51069,4.511%,.17330,0.55,0.05
Exchange Pop-up,122,25338,26595,34136,35024,37150,12689,37212,0.000%,.16478,0.59,0.04
Remove Exchange,118,23043,21960,31324,33279,35053,13386,35110,0.000%,.16554,0.13,0.06
Deactivate Exchange,112,22185,18263,34600,35003,35622,13431,36063,0.000%,.16497,0.13,0.06
Notify Me (if product is out of stock),109,20340,17543,31203,34996,35766,12237,36240,0.000%,.17443,0.13,0.08
Place Order,108,48122,34557,77210,79822,93524,16812,94211,3.704%,.16989,58.03,0.05
TOTAL,3217,26934,24331,49151,69535,77383,10,94211,0.870%,3.40650,79.61,1.30
