Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,124,1387,1448,1948,2079,2472,176,2649,0.000%,.20459,0.16,0.05
TriggerOTP,124,2125,2190,2940,3113,3736,378,4433,0.000%,.20356,0.15,0.07
OpenLogin ,123,14572,12530,26999,28249,29547,2392,30155,0.000%,.19933,21.35,0.09
Product Listing Page (PLP),118,12,12,16,17,32,8,39,0.000%,.19613,5.72,0.11
Get Product List for Compare,118,2117,1940,2732,3031,3814,809,4022,0.000%,.19550,0.16,0.06
To Add Product To Compare,117,6617,6511,7316,7631,7849,5535,7958,0.000%,.19338,0.16,0.07
Get Compare List after adding Product,116,6478,6392,7643,7979,8522,1829,8758,0.000%,.19297,0.24,0.06
To Remove Product from Compare List ,115,6693,6552,7654,7935,8448,5392,8479,0.000%,.19475,0.16,0.07
Product Description Page (PDP),114,10321,10189,11514,11892,13412,8787,14020,0.000%,.19457,6.65,0.05
Get Product details with seller,112,10300,10188,11307,11737,12695,8817,14020,0.000%,.19444,1.30,0.06
Add Product to WishList,110,12621,12470,14236,14549,15110,10363,15249,0.000%,.19437,0.14,0.06
Add To Cart,107,22571,22504,36123,38138,38898,9867,39300,0.000%,.19301,0.20,0.16
Buy Now ,101,21585,21360,34513,34977,36420,9683,36755,0.000%,.18899,0.20,0.11
Instabuy pop-up,97,9383,10695,14191,15367,16113,1594,16261,2.062%,.18804,0.63,0.06
Exchange Pop-up,95,3402,3199,4201,4503,4778,2619,5131,0.000%,.19514,0.70,0.05
Remove Exchange,95,2476,2249,3180,3549,4266,1712,4418,0.000%,.19607,0.15,0.07
Deactivate Exchange,95,2446,2264,3137,3733,4079,1796,4332,0.000%,.19645,0.15,0.07
Notify Me (if product is out of stock),95,2087,1775,3110,3355,4194,1443,4748,0.000%,.19726,0.15,0.09
Place Order,95,13675,6825,33299,33905,34692,1780,36187,0.000%,.19298,37.55,0.06
TOTAL,2071,7864,6277,17761,23981,34977,8,39300,0.097%,3.32940,66.76,1.27
