Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,252,6396,6799,8862,9274,10052,394,10962,0.000%,.19642,0.15,0.05
TriggerOTP,252,7015,7567,9704,10036,10799,392,11754,0.000%,.19499,0.14,0.07
OpenLogin ,250,24632,23997,36986,39038,41566,1739,41742,0.000%,.19207,20.75,0.09
Product Listing Page (PLP),246,14,12,16,21,35,9,230,0.000%,.19270,5.62,0.11
Get Product List for Compare,246,6963,7401,9301,9902,11031,167,11489,0.000%,.19132,0.15,0.06
To Add Product To Compare,245,11188,11637,13750,14368,15017,870,15694,0.000%,.18956,0.15,0.07
Get Compare List after adding Product,243,10569,11149,13344,14000,15233,1196,15704,0.000%,.18858,0.22,0.06
To Remove Product from Compare List ,241,11469,11817,13695,14222,15192,1196,16174,0.000%,.18817,0.15,0.07
Product Description Page (PDP),239,14790,15286,17487,18056,18501,2325,18605,0.000%,.18556,6.33,0.05
Get Product details with seller,233,14733,15158,16934,17395,18644,4305,19134,0.000%,.18116,1.21,0.05
Add Product to WishList,231,17475,17740,20165,20660,21638,6832,22556,0.000%,.18078,0.13,0.06
Add To Cart,226,31574,32952,46396,48234,50161,8420,52067,0.442%,.17719,0.18,0.15
Buy Now ,219,30858,31784,44769,47496,49326,9589,50672,0.000%,.17324,0.18,0.10
Instabuy pop-up,215,14989,16540,20429,21120,22620,3982,23149,3.256%,.17162,0.57,0.05
Exchange Pop-up,209,9343,9532,11025,11444,11890,5311,12064,0.000%,.17215,0.62,0.04
Remove Exchange,209,8177,8145,9936,10468,11104,4620,11406,0.000%,.17159,0.13,0.06
Deactivate Exchange,209,7916,7837,9722,9996,10821,4003,11139,0.000%,.17105,0.13,0.06
Notify Me (if product is out of stock),208,7883,7746,9929,10164,10719,4242,10820,0.000%,.17136,0.13,0.08
Place Order,206,21177,12575,48990,49886,52876,5153,56099,0.000%,.16913,31.53,0.06
TOTAL,4379,13420,10788,27553,35885,48058,9,56099,0.183%,3.35099,65.90,1.28
