Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,48,450,468,560,574,636,219,636,0.000%,.15477,0.12,0.04
TriggerOTP,47,845,843,1031,1096,1131,541,1131,0.000%,.15653,0.12,0.05
OpenLogin ,47,4594,3484,9241,9828,10330,1742,10330,0.000%,.15472,16.29,0.07
Product Listing Page (PLP),47,13,12,16,18,33,9,33,0.000%,.15576,4.55,0.09
Get Product List for Compare,47,602,632,803,836,850,215,850,0.000%,.15562,0.12,0.05
To Add Product To Compare,47,1928,1899,2420,2478,3041,1125,3041,0.000%,.15477,0.12,0.06
Get Compare List after adding Product,45,1917,1912,2340,2390,2832,597,2832,0.000%,.14934,0.18,0.05
To Remove Product from Compare List ,44,1997,1992,2416,2448,2645,1343,2645,0.000%,.15179,0.12,0.05
Product Description Page (PDP),44,3280,3376,3842,3957,4035,1015,4035,0.000%,.15084,5.19,0.04
Get Product details with seller,44,3245,3249,3648,3680,4120,2331,4120,0.000%,.15117,1.01,0.04
Add Product to WishList,43,4085,3991,4857,4946,5337,2561,5337,0.000%,.15119,0.11,0.05
Add To Cart,43,7881,7694,13140,13881,14069,3179,14069,0.000%,.15045,0.16,0.12
Buy Now ,40,7311,7120,12088,12909,14040,2298,14040,0.000%,.14899,0.16,0.09
Instabuy pop-up,40,3072,3430,5183,5440,6099,457,6099,0.000%,.15051,0.50,0.05
Exchange Pop-up,40,935,952,1183,1226,1512,274,1512,0.000%,.15028,0.54,0.04
Remove Exchange,40,669,676,880,891,999,408,999,0.000%,.15029,0.12,0.05
Deactivate Exchange,38,649,615,847,895,969,315,969,0.000%,.14898,0.12,0.05
Notify Me (if product is out of stock),38,545,534,696,753,810,251,810,0.000%,.14886,0.11,0.07
Place Order,38,9688,1984,10921,14262,122218,402,122218,5.263%,.14613,0.14,0.05
TOTAL,820,2763,1748,5388,8190,13166,9,122218,0.244%,2.59656,28.12,1.00
