Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,1,109,109,109,109,109,109,109,0.000%,9.17431,7.12,2.36
OpenLogin ,1,1586,1586,1586,1586,1586,1586,1586,0.000%,.63052,1.04,0.22
TriggerOTP ,1,387,387,387,387,387,387,387,0.000%,2.58398,27.84,1.38
Product Listing Page (PLP),1,27,27,27,27,27,27,27,0.000%,37.03704,1198.21,20.44
Get Product List for Compare,1,139,139,139,139,139,139,139,0.000%,7.19424,5.75,2.15
To Add Product To Compare ,1,440,440,440,440,440,440,440,0.000%,2.27273,1.79,0.83
Get Compare List after adding Product,1,1168,1168,1168,1168,1168,1168,1168,0.000%,.85616,0.90,0.26
To Remove Product from Compare List,1,2072,2072,2072,2072,2072,2072,2072,0.000%,.48263,0.38,0.17
Product Description Page (PDP),1,647,647,647,647,647,647,647,0.000%,1.54560,15.72,0.41
Get Product details with seller,1,770,770,770,770,770,770,770,0.000%,1.29870,5.97,0.36
Add Product to WishList,1,2567,2567,2567,2567,2567,2567,2567,0.000%,.38956,0.27,0.11
Add To Cart,1,4278,4278,4278,4278,4278,4278,4278,0.000%,.23375,0.24,0.13
Buy Now ,1,6768,6768,6768,6768,6768,6768,6768,0.000%,.14775,0.15,0.08
Instabuy pop-up,1,1145,1145,1145,1145,1145,1145,1145,0.000%,.87336,3.08,0.27
Exchange Pop-up,1,158,158,158,158,158,158,158,0.000%,6.32911,22.64,1.56
Remove Exchange,1,126,126,126,126,126,126,126,0.000%,7.93651,6.15,2.90
Deactivate Exchange,1,181,181,181,181,181,181,181,0.000%,5.52486,4.30,2.02
Notify Me (if product is out of stock),1,136,136,136,136,136,136,136,0.000%,7.35294,5.65,3.32
Place Order,1,2616,2616,2616,2616,2616,2616,2616,0.000%,.38226,0.44,0.14
TOTAL,19,1332,647,2616,4278,6768,27,6768,0.000%,.72444,2.94,0.27
