Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,284,8228,8615,11116,11621,12472,726,13095,0.000%,.22108,0.17,0.06
OpenLogin ,284,11760,12059,14729,15269,16117,2366,16623,0.000%,.21894,0.36,0.08
TriggerOTP ,283,21040,22017,26122,27733,29357,2198,31468,0.000%,.21711,0.78,0.12
Product Listing Page (PLP),277,24,21,28,35,71,17,345,0.000%,.21569,6.99,0.12
Get Product List for Compare,277,8993,9281,11750,12162,13495,755,13590,0.000%,.21392,0.17,0.06
To Add Product To Compare,274,12387,12806,14687,15392,16191,2699,16816,2.555%,.21202,0.17,0.08
Get Compare List after adding Product,271,12233,12546,15152,15680,16827,3199,18973,0.000%,.20934,0.25,0.06
To Remove Product from Compare List ,268,12457,12648,14772,15406,16616,3599,17401,40.672%,.20862,0.17,0.07
Get Compare List after removing Product,266,9341,9445,11777,12453,12974,1312,13191,0.000%,.20711,0.17,0.06
Product Description Page (PDP),265,10240,10411,12517,13180,14227,2722,15065,0.000%,.20708,2.39,0.06
Get Product details with seller,264,9863,10009,12305,12971,14006,2804,15072,0.000%,.20654,0.93,0.06
Add Product to WishList,263,15955,15891,18406,18817,19885,8591,21417,0.000%,.20509,0.14,0.06
Notify Me (if product is out of stock),260,9277,9396,11372,11871,12598,1920,13940,0.000%,.20637,0.16,0.09
Add To Cart,259,17990,15421,30874,32482,34897,5952,40001,0.000%,.20409,0.20,0.12
Buy Now ,256,18707,15465,32091,33857,35046,6787,36251,0.000%,.20176,0.20,0.11
Instabuy pop-up,252,12715,11762,17700,18618,19934,5724,20542,4.762%,.20300,0.36,0.06
Exchange Pop-up,251,11027,10879,13187,13647,14251,6908,14894,0.000%,.20162,0.72,0.05
Remove Exchange,247,10062,9907,12025,12769,13766,7174,14352,0.000%,.20082,0.16,0.07
Deactivate Exchange,246,9919,9924,11559,12157,13360,7119,14280,0.000%,.20013,0.16,0.07
Place Order,244,16077,14271,20173,20963,69298,7575,70907,0.000%,.19821,2.02,0.07
TOTAL,5291,11880,11261,18304,22251,31772,17,70907,2.419%,4.03782,16.19,1.50
