Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,58,384,334,593,732,741,143,838,0.000%,.19346,0.15,0.05
OpenLogin ,58,1942,1783,2655,3364,3485,1143,3837,0.000%,.19246,0.32,0.07
TriggerOTP ,58,1443,1328,2072,2430,2537,573,2601,0.000%,.19237,0.81,0.10
Product Listing Page (PLP),58,77,21,406,423,449,17,452,0.000%,.19296,6.25,0.11
Get Product List for Compare,58,462,429,731,758,876,183,932,0.000%,.19274,0.15,0.06
To Add Product To Compare,58,1298,1160,2040,2135,2317,563,2633,0.000%,.19216,0.15,0.07
Get Compare List after adding Product,58,1280,1271,1839,1988,2094,550,2503,0.000%,.19204,0.22,0.06
To Remove Product from Compare List ,57,1355,1285,1934,2215,2393,541,2584,0.000%,.19649,0.16,0.07
Get Compare List after removing Product,57,497,452,770,863,1096,221,1111,0.000%,.19757,0.16,0.06
Product Description Page (PDP),57,733,703,1036,1240,1434,340,1500,0.000%,.19748,2.27,0.05
Get Product details with seller,57,735,679,1175,1254,1371,251,1373,0.000%,.19752,0.89,0.06
Add Product to WishList,57,2194,1936,3548,3922,4011,754,4333,0.000%,.19667,0.14,0.06
Notify Me (if product is out of stock),57,479,414,816,850,918,130,1044,0.000%,.19869,0.15,0.09
Add To Cart,57,3220,3151,4859,5812,8028,821,11349,0.000%,.19780,0.20,0.11
Buy Now ,57,3400,3485,5741,5926,6914,852,7090,0.000%,.19652,0.20,0.11
Instabuy pop-up,56,1752,1742,3348,3442,4249,140,4530,0.000%,.19851,0.43,0.06
Exchange Pop-up,56,813,774,1259,1405,1682,278,1910,0.000%,.19934,0.71,0.05
Remove Exchange,56,559,502,842,1099,1231,213,1291,0.000%,.19960,0.15,0.07
Deactivate Exchange,56,548,506,853,990,1097,158,1121,0.000%,.19969,0.16,0.07
Place Order,56,2732,2285,4396,5804,6431,579,7405,0.000%,.19705,0.20,0.07
TOTAL,1142,1293,889,2983,3922,5883,17,11349,0.000%,3.70513,13.27,1.38
