Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,56,908,979,1198,1310,1363,189,1386,0.000%,.18264,0.14,0.05
OpenLogin ,56,3276,3341,4269,4537,5672,1019,5683,0.000%,.18113,0.30,0.06
TriggerOTP ,56,3693,3828,4812,5350,6117,650,6184,0.000%,.17995,0.65,0.10
Product Listing Page (PLP),55,21,19,25,28,67,16,94,0.000%,.18437,5.97,0.10
Get Product List for Compare,55,1276,1329,1662,1854,1930,149,2326,0.000%,.18324,0.15,0.05
To Add Product To Compare,55,3667,3738,4617,5221,6161,532,8290,0.000%,.18060,0.14,0.07
Get Compare List after adding Product,55,3423,3433,4372,4945,4975,617,5814,0.000%,.17941,0.20,0.06
To Remove Product from Compare List ,55,3597,3661,4471,5063,5153,814,5294,0.000%,.17808,0.14,0.06
Get Compare List after removing Product,54,1415,1349,1887,1978,2255,207,4332,0.000%,.18035,0.14,0.06
Product Description Page (PDP),54,1704,1719,2193,2290,2726,359,2773,0.000%,.17939,2.07,0.05
Get Product details with seller,54,1753,1789,2346,2462,2532,595,2570,0.000%,.17867,0.80,0.05
Add Product to WishList,54,5657,5464,7204,7678,7955,2676,8245,0.000%,.17656,0.12,0.05
Notify Me (if product is out of stock),53,1159,1126,1522,1546,1643,755,1725,0.000%,.17738,0.14,0.08
Add To Cart,53,6013,5960,9782,10174,10507,2367,13009,0.000%,.17319,0.17,0.10
Buy Now ,51,5949,6330,9628,10201,10849,2186,11101,0.000%,.17106,0.17,0.10
Instabuy pop-up,49,3673,4247,6526,7251,8707,803,8707,0.000%,.16817,0.33,0.05
Exchange Pop-up,47,2183,2209,2578,2936,3224,1501,3224,0.000%,.17002,0.61,0.04
Remove Exchange,47,1546,1545,1787,1966,2478,1040,2478,0.000%,.17041,0.13,0.06
Deactivate Exchange,47,1540,1573,1830,2002,2725,1030,2725,0.000%,.17054,0.13,0.06
Place Order,47,5603,5460,7838,8334,8641,2613,8641,0.000%,.16813,0.16,0.06
TOTAL,1053,2890,2204,6117,7458,9703,16,13009,0.000%,3.33148,11.98,1.24
