Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,130,3963,4185,6286,6691,7584,640,7734,0.000%,.21084,0.16,0.05
OpenLogin ,125,7482,7573,9544,10667,11707,2774,12057,0.000%,.20255,0.33,0.07
TriggerOTP ,124,11864,11753,15728,16114,16736,4994,16885,0.000%,.20421,0.73,0.11
Product Listing Page (PLP),123,19,17,24,27,38,14,64,0.000%,.20784,6.73,0.11
Get Product List for Compare,123,5138,5151,6673,7501,7963,2991,8383,0.000%,.20508,0.16,0.06
To Add Product To Compare,123,8954,8995,10627,10991,11438,6512,11899,1.626%,.20259,0.16,0.08
Get Compare List after adding Product,121,9092,9113,10869,10979,11714,5059,11743,0.000%,.20294,0.25,0.06
To Remove Product from Compare List ,119,9278,9239,10554,10805,11292,6897,11405,20.168%,.20717,0.17,0.07
Get Compare List after removing Product,119,5580,5430,7048,7312,8191,3346,8285,0.000%,.20771,0.17,0.06
Product Description Page (PDP),119,6123,5996,7929,8219,9075,3435,9348,0.000%,.20711,2.39,0.06
Get Product details with seller,117,5904,5868,7248,7901,8175,3672,8184,0.000%,.20673,0.93,0.06
Add Product to WishList,116,12112,12054,13475,14099,14615,9655,14713,0.000%,.20625,0.14,0.06
Notify Me (if product is out of stock),115,5116,5023,6666,7214,7541,2969,8569,0.000%,.21648,0.17,0.10
Add To Cart,115,12740,11236,20866,22157,23456,6026,27075,0.000%,.21068,0.20,0.12
Buy Now ,114,13219,12104,22077,23086,24909,5714,26101,0.000%,.21098,0.21,0.12
Instabuy pop-up,110,8888,7351,13681,14047,16316,3012,16337,5.455%,.20641,0.39,0.06
Exchange Pop-up,108,6468,6185,7946,8279,8985,4452,9132,0.000%,.20584,0.74,0.05
Remove Exchange,106,5538,5277,7330,7856,8033,3346,8045,0.000%,.20565,0.16,0.08
Deactivate Exchange,105,5638,5293,7625,8234,9236,3338,9273,0.000%,.20477,0.16,0.07
Place Order,104,13998,9716,16800,49862,51579,3408,52044,0.962%,.20091,8.03,0.07
TOTAL,2336,7800,6954,12835,15207,22432,14,52044,1.413%,3.74439,20.00,1.39
