Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,79,262,261,378,401,415,111,452,0.000%,.26221,0.20,0.07
OpenLogin ,79,1480,1337,2124,2433,3058,1041,3214,0.000%,.26156,0.45,0.09
TriggerOTP ,79,1052,1004,1371,1638,1677,521,1829,0.000%,.26184,0.94,0.14
Product Listing Page (PLP),79,19,18,23,25,28,15,29,0.000%,.26258,8.61,0.15
Get Product List for Compare,79,280,283,373,392,448,155,487,0.000%,.26246,0.21,0.08
To Add Product To Compare,79,955,959,1269,1345,1632,531,1637,0.000%,.26196,0.21,0.10
Get Compare List after adding Product,79,987,981,1270,1487,1511,470,2191,0.000%,.26192,0.32,0.08
To Remove Product from Compare List ,78,967,933,1246,1364,1517,492,1788,0.000%,.25988,0.21,0.09
Product Description Page (PDP),78,518,517,668,763,850,205,1009,0.000%,.26065,2.81,0.07
Get Product details with seller,77,510,493,664,715,833,285,1002,0.000%,.26249,1.04,0.07
Add Product to WishList,77,1514,1512,1908,1938,2030,799,2542,0.000%,.26181,0.18,0.07
Notify Me (if product is out of stock),77,289,277,394,404,409,120,516,0.000%,.26315,0.20,0.12
Add To Cart,77,2982,3490,4540,4838,5069,417,5253,0.000%,.26273,0.27,0.15
Buy Now ,77,2976,3459,4255,4809,5021,382,5147,0.000%,.26185,0.27,0.15
Instabuy pop-up,76,1531,1749,2188,2314,2453,209,2745,0.000%,.25965,0.58,0.08
Exchange Pop-up,74,484,481,660,679,718,231,781,0.000%,.26066,0.93,0.06
Remove Exchange,74,326,333,434,457,478,153,484,0.000%,.26056,0.20,0.10
Deactivate Exchange,74,329,328,433,466,489,129,645,0.000%,.26037,0.20,0.10
Place Order,74,1402,1143,2454,2783,4331,209,4399,0.000%,.25889,0.23,0.10
TOTAL,1466,992,689,2048,3578,4507,15,5253,0.000%,4.78151,17.56,1.79
