Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,1,186,186,186,186,186,186,186,0.000%,5.37634,4.15,1.38
OpenLogin ,1,1540,1540,1540,1540,1540,1540,1540,0.000%,.64935,1.12,0.23
TriggerOTP ,1,443,443,443,443,443,443,443,0.000%,2.25734,8.16,1.19
Product Listing Page (PLP),1,21,21,21,21,21,21,21,0.000%,47.61905,1552.18,26.27
Get Product List for Compare,1,101,101,101,101,101,101,101,0.000%,9.90099,7.90,2.96
To Add Product To Compare ,1,301,301,301,301,301,301,301,0.000%,3.32226,2.61,1.22
Get Compare List after adding Product,1,293,293,293,293,293,293,293,0.000%,3.41297,3.73,1.05
To Remove Product from Compare List,1,300,300,300,300,300,300,300,0.000%,3.33333,2.63,1.16
Product Description Page (PDP),1,937,937,937,937,937,937,937,0.000%,1.06724,10.08,0.28
Get Product details with seller,1,220,220,220,220,220,220,220,0.000%,4.54545,17.59,1.25
Add Product to WishList,1,479,479,479,479,479,479,479,0.000%,2.08768,1.46,0.60
Add To Cart,1,3395,3395,3395,3395,3395,3395,3395,0.000%,.29455,0.31,0.24
Buy Now ,1,2894,2894,2894,2894,2894,2894,2894,0.000%,.34554,0.36,0.28
Instabuy pop-up,1,913,913,913,913,913,913,913,0.000%,1.09529,4.10,0.33
Exchange Pop-up,1,163,163,163,163,163,163,163,0.000%,6.13497,21.93,1.52
Remove Exchange,1,114,114,114,114,114,114,114,0.000%,8.77193,6.78,3.20
Deactivate Exchange,1,117,117,117,117,117,117,117,0.000%,8.54701,6.64,3.13
Notify Me (if product is out of stock),1,94,94,94,94,94,94,94,0.000%,10.63830,8.17,4.80
Place Order,1,483,483,483,483,483,483,483,0.000%,2.07039,1.60,0.77
TOTAL,19,683,300,1540,2894,3395,21,3395,0.000%,1.36377,4.93,0.54
