Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,82,534,551,633,655,663,200,704,0.000%,.26655,0.21,0.07
OpenLogin ,82,2188,2099,2411,3912,4256,981,4888,0.000%,.26486,0.45,0.09
TriggerOTP ,82,2239,2048,3170,3449,3601,482,3652,0.000%,.26394,0.95,0.14
Product Listing Page (PLP),81,19,18,24,29,40,15,46,0.000%,.26951,8.83,0.15
Get Product List for Compare,81,664,685,770,784,845,130,876,0.000%,.26875,0.21,0.08
To Add Product To Compare,81,2242,2288,2592,2631,2668,613,2872,0.000%,.26632,0.21,0.10
Get Compare List after adding Product,81,2210,2264,2575,2628,2675,614,2875,0.000%,.26462,0.32,0.08
To Remove Product from Compare List ,81,2216,2290,2504,2535,2557,709,2558,0.000%,.26328,0.21,0.09
Product Description Page (PDP),80,992,1002,1173,1202,1334,462,1406,0.000%,.26075,2.81,0.07
Get Product details with seller,79,988,993,1167,1192,1246,475,1326,0.000%,.26878,1.06,0.08
Add Product to WishList,79,3540,3620,3949,4004,4106,1671,4167,0.000%,.26664,0.19,0.08
Notify Me (if product is out of stock),79,641,646,751,761,791,386,803,0.000%,.26883,0.21,0.12
Add To Cart,79,5267,5848,7841,8806,8983,1191,9454,0.000%,.26427,0.27,0.15
Buy Now ,79,5470,6332,7745,8023,9783,1182,9916,0.000%,.26621,0.27,0.15
Instabuy pop-up,77,3156,3498,4067,4264,4573,630,4599,0.000%,.26680,0.61,0.08
Exchange Pop-up,77,1088,1106,1242,1265,1319,714,1352,0.000%,.26921,0.96,0.07
Remove Exchange,76,764,763,880,907,1006,399,1023,0.000%,.26693,0.21,0.10
Deactivate Exchange,75,761,775,878,905,932,473,1055,0.000%,.26395,0.21,0.10
Place Order,74,3006,2418,4758,4851,7898,671,8661,0.000%,.25997,0.23,0.10
TOTAL,1505,1995,1633,4035,6318,7841,15,9916,0.000%,4.81451,17.69,1.80
