Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,167,1946,1945,2656,2786,3236,172,3697,0.000%,.27444,0.21,0.07
OpenLogin ,167,5838,5590,6753,11471,12181,1240,12583,0.000%,.27261,0.47,0.09
TriggerOTP ,165,8842,7893,11849,12269,12514,1798,13952,0.000%,.27002,0.97,0.14
Product Listing Page (PLP),163,18,17,22,24,31,14,86,0.000%,.26916,8.82,0.15
Get Product List for Compare,163,2533,2454,3034,3298,3908,744,4548,0.000%,.26812,0.21,0.08
To Add Product To Compare,162,7661,7574,8379,8663,9228,5663,9863,0.000%,.26618,0.21,0.10
Get Compare List after adding Product,159,7279,7475,8368,8600,9641,2265,9819,0.000%,.26383,0.31,0.08
To Remove Product from Compare List ,156,7626,7564,8042,8374,8910,6679,9460,0.000%,.26346,0.21,0.09
Product Description Page (PDP),156,3335,3240,3778,3929,4463,2772,5252,0.000%,.26552,2.87,0.07
Get Product details with seller,154,3363,3296,3874,4085,4276,2798,4427,0.000%,.26397,1.05,0.07
Add Product to WishList,152,11835,11752,12806,12908,13266,10796,13970,0.000%,.26258,0.18,0.08
Notify Me (if product is out of stock),152,2472,2359,3108,3291,3807,1903,4222,0.000%,.26707,0.21,0.12
Add To Cart,150,13576,15236,19582,21768,24711,4758,24801,0.000%,.26265,0.26,0.15
Buy Now ,147,13989,16543,19501,24332,25907,4326,26094,0.000%,.26231,0.27,0.15
Instabuy pop-up,142,8905,9737,11886,12956,14339,2163,15049,8.451%,.26024,0.49,0.08
Exchange Pop-up,142,3979,3915,4503,4710,5283,3198,5448,0.000%,.26227,0.94,0.06
Remove Exchange,141,2908,2784,3441,3708,4129,1945,4266,0.000%,.26188,0.20,0.10
Deactivate Exchange,140,2889,2776,3385,3728,4085,2285,4100,0.000%,.26296,0.20,0.10
Place Order,140,9938,7734,13755,14827,42611,2182,42767,0.000%,.26245,9.21,0.10
TOTAL,2918,6204,4919,12213,16286,20906,14,42767,0.411%,4.73313,25.37,1.77
