Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,359,5845,6234,7525,7862,8351,520,8466,0.000%,.27708,0.21,0.07
OpenLogin ,358,9620,9545,11831,15305,16975,1948,18727,0.000%,.27581,0.47,0.10
TriggerOTP ,353,17133,18239,20977,21423,22770,2090,27258,0.000%,.27214,0.98,0.14
Product Listing Page (PLP),350,17,17,21,22,30,14,44,0.000%,.27255,8.93,0.15
Get Product List for Compare,350,6285,6610,7819,7959,8713,698,9032,0.000%,.27114,0.22,0.08
To Add Product To Compare,348,10903,11295,12552,12879,13983,2461,14272,0.000%,.26910,0.21,0.10
Get Compare List after adding Product,343,10548,11014,12497,12743,13308,2289,13975,0.000%,.26595,0.31,0.08
To Remove Product from Compare List ,340,11162,11416,12748,13100,13876,2353,14945,0.000%,.26482,0.21,0.09
Product Description Page (PDP),338,7079,7316,8541,8738,9213,946,9824,0.000%,.26368,2.85,0.07
Get Product details with seller,336,7159,7305,8615,8950,9753,888,10729,0.000%,.26255,1.04,0.07
Add Product to WishList,333,15167,15399,16925,17263,18544,6509,19382,0.000%,.25947,0.18,0.07
Notify Me (if product is out of stock),330,6466,6533,7745,8016,8283,1458,8766,0.000%,.25956,0.20,0.12
Add To Cart,329,17276,16869,27286,28953,32068,3702,33079,0.304%,.25820,0.25,0.15
Buy Now ,324,17821,16692,28170,31091,33045,3598,33116,0.000%,.25442,0.25,0.14
Instabuy pop-up,319,11643,11723,14776,15440,16957,1648,18295,6.583%,.25194,0.38,0.08
Exchange Pop-up,316,7966,7977,9227,9592,10397,2618,10743,0.000%,.25020,0.89,0.06
Remove Exchange,313,6982,6949,8059,8521,9048,2468,10359,0.000%,.24899,0.19,0.09
Deactivate Exchange,312,6936,6928,8101,8332,8954,1785,9422,0.000%,.24854,0.19,0.09
Place Order,310,11729,11515,13865,16314,18435,5778,59566,0.000%,.24761,0.75,0.09
TOTAL,6361,9851,8612,16638,21539,27537,14,59566,0.346%,4.88441,18.43,1.83
