Login Ui Page,232,435,430,624,676,860,146,1164,0.000%,.38030,0.29,0.10
Send OTP ,231,900,830,1090,1272,3600,457,4873,0.000%,.38110,0.28,0.13
OpenLogin ,231,8808,4348,29624,31241,33529,1164,33731,0.000%,.37439,21.79,0.17
Product Listing Page (PLP),229,20,15,23,45,99,10,186,0.000%,.38052,12.72,0.21
Get Product List for Compare,229,561,560,723,793,1063,237,1173,0.000%,.38020,0.30,0.11
To Add Product To Compare,227,1967,1983,2522,2708,3141,798,3992,0.000%,.37737,0.31,0.14
Get Compare List after adding Product,225,1947,1939,2516,2699,4346,861,6393,0.000%,.37982,0.50,0.12
To Remove Product from Compare List ,225,1942,1965,2430,2636,3406,672,4001,0.000%,.37980,0.30,0.14
Product Description Page (PDP),225,2886,2902,3613,3834,4285,1649,5358,0.000%,.37942,23.78,0.10
Get Product details with seller,224,2673,2666,3527,3654,3831,1275,3935,0.000%,.38057,4.28,0.11
Add Product to WishList,223,4651,4398,6884,8364,10760,321,11060,1.345%,.38123,0.27,0.12
Add To Cart,222,12254,8462,32691,35483,37084,362,38994,1.351%,.37723,0.39,0.31
Buy Now ,213,11801,7795,32949,35318,38236,344,39504,1.408%,.36584,0.39,0.21
Instabuy pop-up,210,3064,3143,4163,4866,5843,328,7404,2.857%,.37616,1.58,0.11
Exchange Pop-up,210,928,920,1218,1290,1573,328,2374,0.000%,.37899,1.35,0.09
Remove Exchange,210,645,647,842,906,1551,218,1810,0.000%,.37885,0.29,0.14
Deactivate Exchange,208,764,700,1099,1284,1921,309,3177,0.000%,.37812,0.29,0.14
Notify Me (if product is out of stock),208,504,493,653,690,1118,217,1425,0.000%,.37841,0.29,0.17
Place Order,207,6895,2411,17079,46872,54105,164,55817,1.932%,.37526,26.04,0.14
TOTAL,4189,3338,1715,7169,10588,34532,10,55817,0.454%,6.72695,89.94,2.58
