Login Ui Page,32,169,155,204,208,414,128,414,0.000%,.10638,0.08,0.03
Send OTP ,32,487,461,566,638,861,423,861,0.000%,.10625,0.08,0.04
OpenLogin ,32,4630,2805,11441,11644,15285,1273,15285,0.000%,.10566,6.18,0.05
Product Listing Page (PLP),31,120,19,411,448,866,11,866,0.000%,.10434,3.49,0.06
Get Product List for Compare,30,185,156,206,282,481,145,481,0.000%,.10312,0.08,0.03
To Add Product To Compare,30,921,635,1789,1805,2860,469,2860,0.000%,.10290,0.08,0.04
Get Compare List after adding Product,30,581,518,793,805,1057,433,1057,0.000%,.10371,0.12,0.03
To Remove Product from Compare List ,30,668,552,773,940,2771,477,2771,0.000%,.10375,0.08,0.04
Product Description Page (PDP),29,978,859,1361,1553,2048,744,2048,0.000%,.10749,6.77,0.03
Get Product details with seller,29,804,799,864,885,928,731,928,0.000%,.10779,1.23,0.03
Add Product to WishList,29,2131,1751,3469,5098,6910,895,6910,0.000%,.10730,0.07,0.03
Add To Cart,29,6659,6819,12108,13654,14896,2068,14896,0.000%,.10483,0.11,0.09
Buy Now ,29,5368,4073,11796,14193,14422,2012,14422,0.000%,.10398,0.11,0.06
Instabuy pop-up,28,1727,1505,2414,4023,4645,440,4645,0.000%,.10635,0.47,0.03
Exchange Pop-up,28,329,265,346,930,957,229,957,0.000%,.10693,0.38,0.03
Remove Exchange,28,277,192,421,821,866,165,866,0.000%,.10697,0.08,0.04
Deactivate Exchange,28,517,288,840,2149,2186,182,2186,0.000%,.10725,0.08,0.04
Notify Me (if product is out of stock),28,208,148,328,573,580,129,580,0.000%,.10808,0.08,0.05
Place Order,28,6402,3831,17393,19595,21169,733,21169,0.000%,.10684,0.12,0.04
TOTAL,560,1733,589,4540,7323,14646,11,21169,0.000%,1.82305,18.30,0.70
