Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,137,234,222,279,321,391,163,435,0.000%,.45333,0.36,0.12
Send OTP ,137,507,491,586,611,644,436,676,0.000%,.45281,0.34,0.15
OpenLogin,137,1322,1259,1698,1827,1875,987,1967,0.000%,.45177,3.02,0.20
Product Listing Page (PLP),137,17,17,20,22,29,14,30,0.000%,.45337,16.89,0.25
Get Product List for Compare,137,228,220,278,310,349,160,363,0.000%,.45303,0.37,0.16
To Add Product To Compare,137,689,693,825,879,957,185,965,0.000%,.45225,0.39,0.18
Get Compare List after adding Product,137,831,827,1035,1141,1330,231,1402,0.000%,.45190,0.68,0.16
To Remove Product from Compare List ,137,668,691,800,840,969,207,1030,0.000%,.45207,0.37,0.17
Product Description Page (PDP),137,1089,1063,1292,1354,1615,802,1715,0.000%,.45133,14.55,0.12
Get Product details with seller,137,1068,1040,1210,1281,1565,799,1619,0.000%,.45077,3.54,0.13
Add Product to WishList,137,5099,4560,5490,11528,12518,3524,13038,0.000%,.44576,0.32,0.14
Add To Cart,133,3214,3163,3819,3953,5827,1595,6751,6.767%,.43965,0.48,0.34
Buy Now,131,3430,3184,4338,4531,6554,2422,6875,7.634%,.44226,0.49,0.27
Instabuy pop-up,131,1513,1572,1984,2137,3129,158,3230,9.160%,.44471,1.78,0.14
Exchange Pop-up,130,343,332,419,461,528,248,538,0.000%,.44294,1.59,0.11
Remove Exchange,129,245,243,292,309,377,181,378,0.000%,.44175,0.35,0.16
Deactivate Exchange,129,249,243,305,319,343,191,455,0.000%,.44178,0.35,0.16
Notify Me (if product is out of stock) ,129,231,226,276,297,324,167,333,0.000%,.44180,0.35,0.20
Place Order,129,1943,2067,2760,2898,3155,206,3342,79.070%,.43916,182.98,0.14
TOTAL,2548,1206,701,3225,4247,5361,14,13038,5.220%,8.14539,216.43,3.17
