Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,1,242,242,242,242,242,242,242,0.000%,4.13223,3.27,1.06
Send OTP ,1,436,436,436,436,436,436,436,0.000%,2.29358,1.74,0.77
OpenLogin,1,1007,1007,1007,1007,1007,1007,1007,0.000%,.99305,6.64,0.45
Product Listing Page (PLP),1,20,20,20,20,20,20,20,0.000%,50.00000,1862.26,27.59
Get Product List for Compare,1,167,167,167,167,167,167,167,0.000%,5.98802,4.89,2.10
To Add Product To Compare,1,495,495,495,495,495,495,495,0.000%,2.02020,1.63,0.82
Get Compare List after adding Product,1,541,541,541,541,541,541,541,0.000%,1.84843,2.18,0.67
To Remove Product from Compare List ,1,465,465,465,465,465,465,465,0.000%,2.15054,1.74,0.83
Product Description Page (PDP),1,799,799,799,799,799,799,799,0.000%,1.25156,30.19,0.34
Get Product details with seller,1,705,705,705,705,705,705,705,0.000%,1.41844,10.02,0.40
Add Product to WishList,1,3452,3452,3452,3452,3452,3452,3452,0.000%,.28969,0.21,0.09
Add To Cart,1,2519,2519,2519,2519,2519,2519,2519,0.000%,.39698,0.44,0.31
Buy Now,1,2806,2806,2806,2806,2806,2806,2806,0.000%,.35638,0.39,0.22
Instabuy pop-up,1,1046,1046,1046,1046,1046,1046,1046,0.000%,.95602,4.11,0.29
Exchange Pop-up,1,224,224,224,224,224,224,224,0.000%,4.46429,16.04,1.10
Remove Exchange,1,166,166,166,166,166,166,166,0.000%,6.02410,4.77,2.17
Deactivate Exchange,1,169,169,169,169,169,169,169,0.000%,5.91716,4.71,2.14
Notify Me (if product is out of stock) ,1,160,160,160,160,160,160,160,0.000%,6.25000,4.91,2.84
Place Order,1,1324,1324,1324,1324,1324,1324,1324,0.000%,.75529,0.98,0.28
TOTAL,19,881,495,2519,2806,3452,20,3452,0.000%,1.13440,5.66,0.45
