Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,85,191,188,215,223,242,162,243,0.000%,.28882,0.23,0.07
Send OTP ,85,444,443,467,477,488,407,489,0.000%,.28861,0.22,0.10
OpenLogin,85,1133,1074,1400,1484,1624,933,1714,0.000%,.28797,1.92,0.13
Product Listing Page (PLP),85,17,15,20,27,46,13,70,0.000%,.28901,10.76,0.16
Get Product List for Compare,85,188,187,209,212,219,161,292,0.000%,.28882,0.24,0.10
To Add Product To Compare,85,549,557,634,653,679,182,684,0.000%,.28845,0.25,0.12
Get Compare List after adding Product,85,696,690,849,881,906,189,916,0.000%,.28823,0.47,0.10
To Remove Product from Compare List ,85,525,562,627,644,652,174,703,0.000%,.28850,0.24,0.11
Product Description Page (PDP),85,871,865,953,974,1001,736,1032,0.000%,.28812,9.17,0.08
Get Product details with seller,85,848,845,930,977,988,740,990,0.000%,.28822,2.26,0.08
Add Product to WishList,85,3698,3746,4011,4036,4121,3205,4136,0.000%,.28526,0.20,0.09
Add To Cart,85,2627,2658,2977,3195,3321,1467,4400,17.647%,.28625,0.30,0.22
Buy Now,83,2814,2671,3229,3467,4871,2144,5124,4.819%,.28007,0.31,0.17
Instabuy pop-up,80,1238,1285,1545,1698,1817,155,1819,6.250%,.28923,1.19,0.09
Exchange Pop-up,80,266,263,292,298,309,224,352,0.000%,.29055,1.04,0.07
Remove Exchange,80,193,190,221,232,238,167,245,0.000%,.29059,0.23,0.10
Deactivate Exchange,80,197,194,220,226,235,166,238,0.000%,.29061,0.23,0.11
Notify Me (if product is out of stock) ,80,182,181,206,211,218,157,219,0.000%,.29064,0.23,0.13
Place Order,80,1633,1825,2353,2492,3146,160,3731,78.750%,.28871,107.16,0.10
TOTAL,1583,968,573,2730,3368,3965,13,5124,5.496%,5.14402,124.56,2.01
