Login Ui Page,769,404,381,556,614,738,142,5336,0.000%,.59594,0.46,0.15
Send OTP ,767,788,773,995,1070,1218,437,5075,0.000%,.59659,0.44,0.20
OpenLogin ,767,12226,12143,13214,13557,14226,10689,15899,0.000%,.59169,3.77,0.27
Product Listing Page (PLP),760,12,12,15,17,24,10,33,0.000%,.59618,15.79,0.33
Get Product List for Compare,760,494,479,711,784,961,156,5430,0.000%,.59588,0.48,0.21
To Add Product To Compare,758,1509,1513,2141,2362,3105,211,3885,0.000%,.59630,0.50,0.24
Get Compare List after adding Product,758,1567,1537,2367,2530,3055,228,6625,0.000%,.59607,0.89,0.22
To Remove Product from Compare List ,757,867,599,1734,2110,2519,168,6519,0.000%,.59551,0.48,0.21
Product Description Page (PDP),755,2183,2116,3082,3439,3948,812,7406,0.000%,.59775,9.67,0.16
Get Product details with seller,755,2203,2161,3009,3451,4553,761,6767,0.000%,.59675,3.46,0.17
Add Product to WishList,755,6075,6061,7653,8235,9229,2887,11374,0.000%,.59508,0.42,0.19
Add To Cart,748,13431,12269,17065,17551,19091,10843,20697,0.134%,.58717,0.57,0.49
Buy Now ,738,13449,12420,16649,17066,18469,10866,20574,0.000%,.58547,0.57,0.34
Instabuy pop-up,731,4421,594,13229,13604,14234,182,15356,1.231%,.58656,1.09,0.18
Exchange Pop-up,727,772,764,1068,1158,1432,258,1676,0.000%,.58981,2.11,0.15
Remove Exchange,727,548,540,745,832,1050,191,3321,0.000%,.58975,0.46,0.21
Deactivate Exchange,727,560,547,753,825,1008,192,5516,0.000%,.58972,0.46,0.21
Notify Me (if product is out of stock),725,436,435,600,669,805,138,1084,0.000%,.58973,0.45,0.27
Place Order,725,3007,1621,5691,17700,19616,189,21741,0.000%,.58290,29.57,0.21
TOTAL,14209,3422,976,12225,13277,17162,10,21741,0.070%,10.89700,69.13,4.28
