Login Ui Page,88,163,163,180,188,230,130,232,0.000%,.28578,0.22,0.07
Send OTP ,88,466,455,485,494,515,395,1443,0.000%,.28550,0.21,0.10
OpenLogin ,87,1937,1593,3118,3363,4678,910,5021,0.000%,.28207,1.79,0.13
Product Listing Page (PLP),85,12,13,15,16,20,11,21,0.000%,.28369,7.51,0.16
Get Product List for Compare,85,189,187,216,224,234,158,238,0.000%,.28349,0.23,0.10
To Add Product To Compare,85,547,555,637,659,701,160,725,0.000%,.28304,0.23,0.11
Get Compare List after adding Product,85,575,567,683,716,738,189,785,0.000%,.28297,0.35,0.10
To Remove Product from Compare List ,84,204,189,228,248,528,158,531,0.000%,.28731,0.23,0.10
Product Description Page (PDP),84,866,854,935,992,1058,756,1076,0.000%,.28700,4.65,0.08
Get Product details with seller,84,880,869,974,999,1137,735,1183,0.000%,.28694,1.67,0.08
Add Product to WishList,84,2876,2776,3234,3393,3540,2342,3543,0.000%,.28481,0.20,0.09
Add To Cart,83,2916,2986,5086,5176,6099,753,7363,0.000%,.28424,0.29,0.24
Buy Now ,81,2730,2985,4844,4971,5931,730,6837,0.000%,.28076,0.28,0.16
Instabuy pop-up,79,1153,1343,2051,3193,3489,154,3863,0.000%,.28530,0.74,0.09
Exchange Pop-up,79,277,274,306,311,328,229,334,0.000%,.28523,1.02,0.07
Remove Exchange,79,202,198,231,237,248,171,259,0.000%,.28531,0.22,0.10
Deactivate Exchange,79,206,207,235,236,240,173,240,0.000%,.28536,0.22,0.10
Notify Me (if product is out of stock),79,158,156,179,181,207,135,208,0.000%,.28534,0.22,0.13
Place Order,79,1684,647,4457,4723,6084,152,6158,1.266%,.28328,0.29,0.11
TOTAL,1577,948,494,2918,3351,4991,11,7363,0.063%,5.05906,19.46,1.99
