Login Ui Page,268,191,174,255,306,411,126,482,0.000%,.44080,0.34,0.11
Send OTP ,268,511,489,606,689,752,395,814,0.000%,.44061,0.33,0.15
OpenLogin ,268,11304,11219,11945,12288,12641,10633,13254,0.000%,.43308,2.76,0.20
Product Listing Page (PLP),262,12,12,15,16,23,10,32,0.000%,.44651,11.83,0.25
Get Product List for Compare,262,267,212,475,567,682,156,816,0.000%,.44638,0.36,0.16
To Add Product To Compare,262,792,652,1340,1645,2065,166,2225,0.000%,.44609,0.37,0.18
Get Compare List after adding Product,262,884,683,1734,2216,2484,163,2674,0.000%,.44637,0.66,0.16
To Remove Product from Compare List ,262,388,217,746,1326,2027,156,2192,0.000%,.44743,0.35,0.16
Product Description Page (PDP),262,1254,969,2375,2970,3456,749,3569,0.000%,.44801,7.24,0.12
Get Product details with seller,262,1322,1061,2680,3128,3430,762,3551,0.000%,.44920,2.61,0.13
Add Product to WishList,261,4056,3653,5971,7615,8182,2531,9026,0.000%,.44858,0.31,0.14
Add To Cart,257,12031,11216,14030,14331,15367,10749,16025,0.000%,.44058,0.42,0.36
Buy Now ,250,11872,11184,13614,13829,14916,10748,17678,0.000%,.43998,0.43,0.25
Instabuy pop-up,245,4026,241,11728,11849,12153,153,13781,0.000%,.44826,0.87,0.14
Exchange Pop-up,243,343,318,486,522,612,234,736,0.000%,.44679,1.60,0.11
Remove Exchange,241,256,233,358,422,510,167,529,0.000%,.44583,0.34,0.16
Deactivate Exchange,241,254,241,347,376,486,172,536,0.000%,.44583,0.35,0.16
Notify Me (if product is out of stock),241,210,190,295,342,418,133,420,0.000%,.44576,0.34,0.21
Place Order,240,2469,685,13472,14176,15053,150,15287,0.417%,.44352,16.72,0.16
TOTAL,4857,2771,542,11210,11992,13995,10,17678,0.021%,7.78727,44.02,3.06
