Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,152,233,231,269,282,291,167,312,0.000%,.49156,0.39,0.13
Send OTP ,152,494,491,542,548,582,412,605,0.000%,.49107,0.37,0.16
OpenLogin,152,1625,1478,2246,3155,3588,1021,3823,0.000%,.49005,3.26,0.22
Product Listing Page (PLP),151,16,16,19,21,29,13,32,0.000%,.49318,18.37,0.27
Get Product List for Compare,151,229,224,268,287,317,173,338,0.000%,.49283,0.40,0.17
To Add Product To Compare,151,684,699,779,801,819,214,845,0.000%,.49201,0.41,0.20
Get Compare List after adding Product,151,775,748,933,985,1064,549,1142,0.000%,.49162,0.70,0.18
To Remove Product from Compare List ,151,621,683,766,796,858,166,880,0.000%,.49177,0.40,0.19
Product Description Page (PDP),151,1050,1049,1158,1183,1249,759,1338,0.000%,.49049,17.01,0.13
Get Product details with seller,150,1042,1032,1155,1181,1316,806,1378,0.000%,.49044,3.71,0.14
Add Product to WishList,150,4333,4336,4752,4891,5064,3473,5101,0.000%,.48620,0.35,0.15
Add To Cart,148,3116,3021,3846,4550,5058,1663,5102,18.243%,.48776,0.51,0.38
Buy Now,145,3352,3245,4441,4666,5452,2215,8382,0.690%,.48252,0.53,0.30
Instabuy pop-up,142,1323,1414,1785,1850,2045,169,2085,14.085%,.48434,1.83,0.15
Exchange Pop-up,142,339,333,388,407,475,261,476,0.000%,.48613,1.75,0.12
Remove Exchange,142,243,236,282,294,321,197,341,0.000%,.48624,0.39,0.18
Deactivate Exchange,142,247,242,297,312,350,192,354,0.000%,.48617,0.39,0.18
Notify Me (if product is out of stock) ,142,230,227,261,285,322,176,343,0.000%,.48615,0.38,0.22
Place Order,142,835,247,2009,2391,2692,176,2770,76.761%,.48611,33.36,0.17
TOTAL,2807,1096,663,3242,4164,4752,13,8382,5.593%,8.95363,80.96,3.51
