Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,1,240,240,240,240,240,240,240,0.000%,4.16667,3.30,1.07
Send OTP ,1,418,418,418,418,418,418,418,0.000%,2.39234,1.82,0.80
OpenLogin,1,1487,1487,1487,1487,1487,1487,1487,0.000%,.67249,4.52,0.30
Product Listing Page (PLP),1,31,31,31,31,31,31,31,0.000%,32.25806,1201.46,17.80
Get Product List for Compare,1,162,162,162,162,162,162,162,0.000%,6.17284,5.04,2.16
To Add Product To Compare,1,486,486,486,486,486,486,486,0.000%,2.05761,1.66,0.83
Get Compare List after adding Product,1,545,545,545,545,545,545,545,0.000%,1.83486,2.17,0.66
To Remove Product from Compare List ,1,475,475,475,475,475,475,475,0.000%,2.10526,1.70,0.81
Product Description Page (PDP),1,724,724,724,724,724,724,724,0.000%,1.38122,33.80,0.37
Get Product details with seller,1,728,728,728,728,728,728,728,0.000%,1.37363,9.70,0.39
Add Product to WishList,1,3546,3546,3546,3546,3546,3546,3546,0.000%,.28201,0.20,0.09
Add To Cart,1,3146,3146,3146,3146,3146,3146,3146,0.000%,.31786,0.35,0.25
Buy Now,1,3402,3402,3402,3402,3402,3402,3402,0.000%,.29394,0.32,0.18
Instabuy pop-up,1,1010,1010,1010,1010,1010,1010,1010,0.000%,.99010,4.30,0.30
Exchange Pop-up,1,280,280,280,280,280,280,280,0.000%,3.57143,12.83,0.88
Remove Exchange,1,186,186,186,186,186,186,186,0.000%,5.37634,4.26,1.94
Deactivate Exchange,1,175,175,175,175,175,175,175,0.000%,5.71429,4.55,2.06
Notify Me (if product is out of stock) ,1,187,187,187,187,187,187,187,0.000%,5.34759,4.20,2.43
Place Order,1,1469,1469,1469,1469,1469,1469,1469,0.000%,.68074,0.88,0.25
TOTAL,19,984,486,3146,3402,3546,31,3546,0.000%,1.01091,5.06,0.40
