Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,76,208,196,249,310,351,168,422,0.000%,.24891,0.20,0.06
Send OTP ,75,450,448,476,488,512,415,516,0.000%,.25049,0.19,0.08
OpenLogin,75,1631,1313,2183,2985,6964,935,6969,0.000%,.25010,1.66,0.11
Product Listing Page (PLP),75,16,16,19,22,26,14,39,0.000%,.25109,9.35,0.14
Get Product List for Compare,75,185,182,208,215,222,157,247,0.000%,.25096,0.20,0.09
To Add Product To Compare,75,544,560,656,669,680,178,705,0.000%,.25070,0.21,0.10
Get Compare List after adding Product,75,673,654,793,913,1000,498,1124,0.000%,.25073,0.37,0.09
To Remove Product from Compare List ,75,463,528,627,651,668,176,691,0.000%,.25103,0.21,0.10
Product Description Page (PDP),75,857,838,981,998,1010,735,1081,0.000%,.25058,8.69,0.07
Get Product details with seller,75,824,822,905,950,974,691,997,0.000%,.25072,1.90,0.07
Add Product to WishList,75,3697,3746,4006,4035,4343,3044,4347,0.000%,.24858,0.18,0.08
Add To Cart,72,4714,2757,13331,16775,23039,1496,23204,11.111%,.24686,0.27,0.19
Buy Now,72,3330,2826,4360,5056,5539,2040,21788,0.000%,.24673,0.27,0.15
Instabuy pop-up,72,1167,1137,1451,1481,1540,165,1556,2.778%,.24769,1.04,0.08
Exchange Pop-up,72,268,265,296,307,333,230,339,0.000%,.24855,0.89,0.06
Remove Exchange,71,193,192,215,221,237,168,244,0.000%,.24710,0.20,0.09
Deactivate Exchange,71,196,195,214,221,228,172,245,0.000%,.24711,0.20,0.09
Notify Me (if product is out of stock) ,71,185,184,210,211,222,160,248,0.000%,.24716,0.19,0.11
Place Order,71,1270,1390,1835,1848,1942,162,2014,43.662%,.24617,39.11,0.08
TOTAL,1398,1094,557,2915,3746,5347,14,23204,2.933%,4.54358,62.07,1.77
