Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,665,1170,1203,1319,1361,1476,230,11710,0.000%,.51528,0.41,0.13
Send OTP ,664,1463,1518,1640,1692,1879,208,3388,1.205%,.51556,0.39,0.17
OpenLogin,664,7496,6301,16246,26120,31778,1244,35770,0.000%,.51358,3.42,0.23
Product Listing Page (PLP),660,18,16,23,26,40,13,229,0.000%,.51339,19.12,0.28
Get Product List for Compare,660,1230,1316,1431,1464,1520,157,1602,0.000%,.51290,0.42,0.18
To Add Product To Compare,660,4215,4476,4767,4836,5024,222,8286,0.000%,.51149,0.44,0.21
Get Compare List after adding Product,659,3687,4368,5267,5517,5766,207,9231,0.000%,.51162,0.72,0.18
To Remove Product from Compare List ,658,3856,4415,4707,4797,4997,202,8523,0.000%,.51071,0.43,0.20
Product Description Page (PDP),654,6201,6622,7028,7118,7295,953,7644,0.000%,.50732,17.51,0.14
Get Product details with seller,653,6100,6519,6872,6969,7141,984,17032,0.000%,.50752,3.83,0.14
Add Product to WishList,652,18182,18785,20902,22150,32170,3955,34454,0.000%,.50573,0.36,0.16
Add To Cart,640,10493,9174,15073,27062,33854,1654,34729,61.094%,.50169,0.50,0.39
Buy Now,640,10744,9866,14260,14729,25476,2282,34610,2.188%,.49959,0.55,0.31
Instabuy pop-up,639,7809,7134,11408,15102,20114,1003,20541,13.146%,.50057,1.91,0.15
Exchange Pop-up,637,2121,2114,2282,2328,2720,351,12959,0.000%,.49997,1.80,0.12
Remove Exchange,634,1460,1435,1547,1601,1743,204,11937,0.000%,.49839,0.39,0.18
Deactivate Exchange,634,1414,1435,1544,1592,1667,218,1819,0.000%,.49795,0.40,0.18
Notify Me (if product is out of stock) ,632,1377,1378,1496,1523,1595,342,11593,0.000%,.49894,0.39,0.23
Place Order,632,7912,8576,13854,14312,15944,484,23517,90.981%,.49558,171.72,0.15
TOTAL,12337,5092,3834,11962,17840,22989,13,35770,8.689%,9.51482,221.45,3.70
