Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,332,710,728,810,825,864,203,895,0.000%,.55579,0.44,0.14
Send OTP ,332,1001,1022,1110,1129,1155,442,1201,0.000%,.55511,0.42,0.19
OpenLogin,332,3394,3199,4497,4691,5149,1294,6264,0.000%,.55173,3.67,0.25
Product Listing Page (PLP),332,16,15,20,23,32,13,55,0.000%,.55341,20.61,0.31
Get Product List for Compare,332,778,792,882,907,959,243,1051,0.000%,.55271,0.45,0.19
To Add Product To Compare,332,2542,2603,2811,2867,3027,726,3095,0.000%,.55065,0.47,0.22
Get Compare List after adding Product,332,2537,2711,3267,3334,3475,426,3785,0.000%,.54880,0.82,0.20
To Remove Product from Compare List ,332,2354,2549,2796,2836,3029,405,3203,0.000%,.54790,0.46,0.21
Product Description Page (PDP),330,3862,3892,4173,4275,4459,2563,4499,0.000%,.54408,18.82,0.15
Get Product details with seller,326,3810,3808,4107,4179,4507,2714,4589,0.000%,.54110,4.09,0.15
Add Product to WishList,325,11522,11445,12580,12799,12963,5956,13134,0.000%,.53874,0.39,0.17
Add To Cart,323,5670,5939,7208,7465,8213,3263,8890,47.368%,.54762,0.57,0.42
Buy Now,321,6819,6272,8752,9134,10084,5026,10539,0.623%,.54823,0.60,0.34
Instabuy pop-up,308,4083,4031,6091,6619,7464,647,7665,12.662%,.53453,2.04,0.16
Exchange Pop-up,303,1211,1220,1357,1390,1440,511,1545,0.000%,.53398,1.92,0.13
Remove Exchange,303,845,845,951,974,1005,567,1186,0.000%,.53371,0.42,0.19
Deactivate Exchange,303,846,849,937,978,1010,523,1274,0.000%,.53353,0.42,0.19
Notify Me (if product is out of stock) ,303,807,809,900,924,958,547,1189,0.000%,.53332,0.42,0.24
Place Order,303,3875,3458,7923,8392,8718,622,8845,80.528%,.53065,119.61,0.18
TOTAL,6104,2992,2461,6688,10470,12324,13,13134,7.176%,9.91365,166.47,3.87
